Iteration,Subset_Size,Initial_Method,GuideTree_Method,RFFN,RFFP,SPFN,SPFP,Runtime,Replicate
2,50,magus,ftnoml,0.1421,0.1446,0.1906,0.1757,529,4
2,50,magus,ftnoml,0.0712,0.0731,0.1244,0.1166,780,5
2,50,magus,ftnoml,0.0928,0.0946,0.1387,0.1183,621,6
2,50,magus,ftnoml,0.0863,0.0886,0.1207,0.1106,604,7
2,50,magus,ftnoml,0.0853,0.0876,0.1783,0.1553,621,8
2,50,magus,ftnoml,0.0892,0.0906,0.1718,0.1419,622,9
3,50,magus,ftnoml,0.0796,0.0801,0.0887,0.0854,802,0
3,50,magus,ftnoml,0.0848,0.0876,0.1338,0.1252,710,1
3,50,magus,ftnoml,0.0938,0.0956,0.1360,0.1236,718,2
3,50,magus,ftnoml,0.0832,0.0851,0.0887,0.0694,700,3
3,50,magus,ftnoml,0.1391,0.1416,0.2038,0.1850,625,4
3,50,magus,ftnoml,0.0737,0.0756,0.1332,0.1239,900,5
3,50,magus,ftnoml,0.0923,0.0941,0.1425,0.1258,723,6
3,50,magus,ftnoml,0.0893,0.0916,0.1163,0.1063,714,7
3,50,magus,ftnoml,0.0843,0.0866,0.1664,0.1403,717,8
3,50,magus,ftnoml,0.0887,0.0901,0.1547,0.1376,716,9
4,50,magus,ftnoml,0.0811,0.0816,0.1060,0.0942,894,0
4,50,magus,ftnoml,0.0838,0.0866,0.1372,0.1248,812,1
4,50,magus,ftnoml,0.0913,0.0931,0.1371,0.1243,812,2
4,50,magus,ftnoml,0.0827,0.0846,0.0797,0.0651,806,3
4,50,magus,ftnoml,0.1300,0.1326,0.1869,0.1688,723,4
4,50,magus,ftnoml,0.0727,0.0746,0.1327,0.1107,1020,5
4,50,magus,ftnoml,0.0923,0.0941,0.1396,0.1143,825,6
4,50,magus,ftnoml,0.0893,0.0916,0.1236,0.1104,820,7
4,50,magus,ftnoml,0.0873,0.0896,0.1540,0.1341,811,8
4,50,magus,ftnoml,0.0867,0.0881,0.1626,0.1483,810,9
1,50,clustalo,ft,0.2914,0.2918,0.2410,0.2120,414,0
1,50,clustalo,ft,0.2816,0.2838,0.4208,0.3740,414,1
1,50,clustalo,ft,0.3074,0.3088,0.3641,0.3338,475,2
1,50,clustalo,ft,0.2743,0.2758,0.2642,0.2174,443,3
1,50,clustalo,ft,0.3464,0.3483,0.5218,0.4769,342,4
1,50,clustalo,ft,0.2834,0.2848,0.2319,0.2148,603,5
1,50,clustalo,ft,0.3044,0.3058,0.3580,0.3238,347,6
1,50,clustalo,ft,0.3176,0.3193,0.2743,0.2460,401,7
1,50,clustalo,ft,0.3111,0.3128,0.4254,0.3807,418,8
1,50,clustalo,ft,0.3163,0.3173,0.4812,0.4344,470,9
2,50,clustalo,ft,0.0966,0.0971,0.1159,0.1068,800,0
2,50,clustalo,ft,0.1692,0.1717,0.2684,0.2411,672,1
2,50,clustalo,ft,0.1535,0.1552,0.1758,0.1615,779,2
2,50,clustalo,ft,0.1304,0.1321,0.1176,0.1063,741,3
2,50,clustalo,ft,0.2274,0.2297,0.3137,0.2863,592,4
2,50,clustalo,ft,0.0838,0.0856,0.1257,0.1144,1001,5
2,50,clustalo,ft,0.1525,0.1542,0.2016,0.1806,587,6
2,50,clustalo,ft,0.1209,0.1231,0.1337,0.1132,699,7
2,50,clustalo,ft,0.1791,0.1812,0.2460,0.2222,700,8
2,50,clustalo,ft,0.2055,0.2067,0.2452,0.2176,770,9
3,50,clustalo,ft,0.0626,0.0631,0.1087,0.1020,1060,0
3,50,clustalo,ft,0.1265,0.1291,0.2134,0.1965,858,1
3,50,clustalo,ft,0.0838,0.0856,0.1538,0.1399,995,2
3,50,clustalo,ft,0.0933,0.0951,0.1270,0.1072,961,3
3,50,clustalo,ft,0.1581,0.1607,0.2696,0.2316,782,4
3,50,clustalo,ft,0.0597,0.0616,0.1295,0.1198,1283,5
3,50,clustalo,ft,0.0983,0.1001,0.1874,0.1623,775,6
3,50,clustalo,ft,0.0728,0.0751,0.1254,0.1090,911,7
3,50,clustalo,ft,0.1295,0.1316,0.2218,0.1966,898,8
3,50,clustalo,ft,0.1248,0.1261,0.1996,0.1797,994,9
4,50,clustalo,ft,0.0556,0.0561,0.1011,0.0919,1296,0
4,50,clustalo,ft,0.0999,0.1026,0.1669,0.1558,1042,1
4,50,clustalo,ft,0.0797,0.0816,0.1457,0.1365,1197,2
4,50,clustalo,ft,0.0928,0.0946,0.1219,0.0978,1161,3
4,50,clustalo,ft,0.1416,0.1441,0.2168,0.1957,970,4
4,50,clustalo,ft,0.0592,0.0611,0.1212,0.1128,1545,5
4,50,clustalo,ft,0.0853,0.0871,0.1738,0.1534,959,6
4,50,clustalo,ft,0.0723,0.0746,0.1124,0.1067,1127,7
4,50,clustalo,ft,0.1189,0.1211,0.2375,0.2073,1092,8
4,50,clustalo,ft,0.1038,0.1051,0.1936,0.1732,1208,9
1,50,clustalo,ftnoml,0.2914,0.2918,0.2410,0.2120,414,0
1,50,clustalo,ftnoml,0.2816,0.2838,0.4208,0.3740,414,1
1,50,clustalo,ftnoml,0.3074,0.3088,0.3641,0.3338,475,2
1,50,clustalo,ftnoml,0.2743,0.2758,0.2642,0.2174,443,3
1,50,clustalo,ftnoml,0.3464,0.3483,0.5218,0.4769,342,4
1,50,clustalo,ftnoml,0.2834,0.2848,0.2319,0.2148,603,5
1,50,clustalo,ftnoml,0.3044,0.3058,0.3580,0.3238,347,6
1,50,clustalo,ftnoml,0.3176,0.3193,0.2743,0.2460,401,7
1,50,clustalo,ftnoml,0.3111,0.3128,0.4254,0.3807,418,8
1,50,clustalo,ftnoml,0.3163,0.3173,0.4812,0.4344,470,9
2,50,clustalo,ftnoml,0.1197,0.1201,0.1172,0.1030,684,0
2,50,clustalo,ftnoml,0.1832,0.1857,0.2663,0.2408,556,1
2,50,clustalo,ftnoml,0.1680,0.1697,0.1834,0.1585,637,2
2,50,clustalo,ftnoml,0.1550,0.1567,0.1426,0.1244,605,3
2,50,clustalo,ftnoml,0.2415,0.2437,0.3305,0.2900,480,4
2,50,clustalo,ftnoml,0.1153,0.1171,0.1436,0.1339,807,5
2,50,clustalo,ftnoml,0.1645,0.1662,0.2194,0.2002,477,6
2,50,clustalo,ftnoml,0.1365,0.1386,0.1245,0.1097,557,7
2,50,clustalo,ftnoml,0.1942,0.1962,0.2459,0.2259,554,8
2,50,clustalo,ftnoml,0.2185,0.2197,0.2706,0.2417,616,9
3,50,clustalo,ftnoml,0.0936,0.0941,0.1023,0.0941,812,0
3,50,clustalo,ftnoml,0.1360,0.1386,0.2318,0.2099,664,1
3,50,clustalo,ftnoml,0.1163,0.1181,0.1677,0.1494,751,2
3,50,clustalo,ftnoml,0.1264,0.1281,0.1427,0.1276,723,3
3,50,clustalo,ftnoml,0.1832,0.1857,0.3252,0.2770,586,4
3,50,clustalo,ftnoml,0.0938,0.0956,0.1350,0.1153,959,5
3,50,clustalo,ftnoml,0.1169,0.1186,0.2031,0.1834,585,6
3,50,clustalo,ftnoml,0.1039,0.1061,0.1295,0.1182,677,7
3,50,clustalo,ftnoml,0.1320,0.1341,0.1990,0.1746,650,8
3,50,clustalo,ftnoml,0.1439,0.1451,0.2337,0.2113,724,9
4,50,clustalo,ftnoml,0.0846,0.0851,0.0982,0.0895,922,0
4,50,clustalo,ftnoml,0.1270,0.1296,0.2309,0.2059,766,1
4,50,clustalo,ftnoml,0.1098,0.1116,0.1574,0.1416,859,2
4,50,clustalo,ftnoml,0.1264,0.1281,0.1343,0.1115,837,3
4,50,clustalo,ftnoml,0.1742,0.1767,0.3080,0.2644,694,4
4,50,clustalo,ftnoml,0.0903,0.0921,0.1317,0.1208,1105,5
4,50,clustalo,ftnoml,0.1143,0.1161,0.1709,0.1473,693,6
4,50,clustalo,ftnoml,0.0958,0.0981,0.1147,0.1062,797,7
4,50,clustalo,ftnoml,0.1269,0.1291,0.1954,0.1718,746,8
4,50,clustalo,ftnoml,0.1218,0.1231,0.2163,0.1948,830,9
1,100,magus,ft,0.0771,0.0776,0.1171,0.0980,459,0
1,100,magus,ft,0.0813,0.0841,0.1237,0.1169,459,1
1,100,magus,ft,0.1028,0.1046,0.1429,0.1324,522,2
1,100,magus,ft,0.0817,0.0836,0.0783,0.0680,459,3
1,100,magus,ft,0.1933,0.1957,0.1857,0.1744,402,4
1,100,magus,ft,0.0612,0.0631,0.1097,0.1013,609,5
1,100,magus,ft,0.0928,0.0946,0.1465,0.1224,484,6
1,100,magus,ft,0.0963,0.0986,0.1040,0.0941,450,7
1,100,magus,ft,0.0863,0.0886,0.1502,0.1383,540,8
1,100,magus,ft,0.1268,0.1281,0.1543,0.1391,508,9
2,100,magus,ft,0.0506,0.0511,0.1120,0.1029,715,0
2,100,magus,ft,0.0653,0.0681,0.1230,0.1143,633,1
2,100,magus,ft,0.0692,0.0711,0.1400,0.1282,684,2
2,100,magus,ft,0.0577,0.0596,0.0823,0.0721,637,3
2,100,magus,ft,0.1160,0.1186,0.1849,0.1743,568,4
2,100,magus,ft,0.0461,0.0480,0.1134,0.1101,821,5
2,100,magus,ft,0.0627,0.0646,0.1420,0.1290,652,6
2,100,magus,ft,0.0642,0.0666,0.1080,0.0978,636,7
2,100,magus,ft,0.0577,0.0601,0.1504,0.1418,718,8
2,100,magus,ft,0.0737,0.0751,0.1509,0.1349,680,9
3,100,magus,ft,0.0506,0.0511,0.1103,0.0997,887,0
3,100,magus,ft,0.0592,0.0621,0.1328,0.1223,807,1
3,100,magus,ft,0.0677,0.0696,0.1388,0.1286,846,2
3,100,magus,ft,0.0507,0.0526,0.0703,0.0603,819,3
3,100,magus,ft,0.1049,0.1076,0.1890,0.1752,734,4
3,100,magus,ft,0.0451,0.0470,0.1079,0.0978,1025,5
3,100,magus,ft,0.0642,0.0661,0.1480,0.1349,822,6
3,100,magus,ft,0.0692,0.0716,0.1016,0.0902,810,7
3,100,magus,ft,0.0582,0.0606,0.1475,0.1390,902,8
3,100,magus,ft,0.0677,0.0691,0.1424,0.1283,854,9
4,100,magus,ft,0.0506,0.0511,0.1106,0.0997,1057,0
4,100,magus,ft,0.0567,0.0596,0.1199,0.1134,979,1
4,100,magus,ft,0.0627,0.0646,0.1252,0.1179,1008,2
4,100,magus,ft,0.0471,0.0490,0.0677,0.0609,999,3
4,100,magus,ft,0.0984,0.1011,0.2058,0.1891,898,4
4,100,magus,ft,0.0496,0.0516,0.1150,0.1121,1231,5
4,100,magus,ft,0.0627,0.0646,0.1560,0.1452,990,6
4,100,magus,ft,0.0657,0.0681,0.1218,0.1041,986,7
4,100,magus,ft,0.0542,0.0566,0.1586,0.1483,1082,8
4,100,magus,ft,0.0747,0.0761,0.1454,0.1287,1024,9
1,100,magus,ftnoml,0.0771,0.0776,0.1171,0.0980,459,0
1,100,magus,ftnoml,0.0813,0.0841,0.1237,0.1169,459,1
1,100,magus,ftnoml,0.1028,0.1046,0.1429,0.1324,522,2
1,100,magus,ftnoml,0.0817,0.0836,0.0783,0.0680,459,3
1,100,magus,ftnoml,0.1933,0.1957,0.1857,0.1744,402,4
1,100,magus,ftnoml,0.0612,0.0631,0.1097,0.1013,609,5
1,100,magus,ftnoml,0.0928,0.0946,0.1465,0.1224,484,6
1,100,magus,ftnoml,0.0963,0.0986,0.1040,0.0941,450,7
1,100,magus,ftnoml,0.0863,0.0886,0.1502,0.1383,540,8
1,100,magus,ftnoml,0.1268,0.1281,0.1543,0.1391,508,9
2,100,magus,ftnoml,0.0796,0.0801,0.1075,0.1010,635,0
2,100,magus,ftnoml,0.0813,0.0841,0.1087,0.1045,553,1
2,100,magus,ftnoml,0.0883,0.0901,0.1356,0.1223,608,2
2,100,magus,ftnoml,0.0868,0.0886,0.0675,0.0639,555,3
2,100,magus,ftnoml,0.1365,0.1391,0.1974,0.1876,492,4
2,100,magus,ftnoml,0.0687,0.0706,0.1135,0.1051,721,5
2,100,magus,ftnoml,0.0903,0.0921,0.1478,0.1336,578,6
2,100,magus,ftnoml,0.0853,0.0876,0.1089,0.0982,552,7
2,100,magus,ftnoml,0.0863,0.0886,0.1643,0.1489,628,8
2,100,magus,ftnoml,0.0912,0.0926,0.1330,0.1217,594,9
3,100,magus,ftnoml,0.0796,0.0801,0.1150,0.1079,723,0
3,100,magus,ftnoml,0.0833,0.0861,0.1110,0.1062,649,1
3,100,magus,ftnoml,0.0888,0.0906,0.1359,0.1279,694,2
3,100,magus,ftnoml,0.0853,0.0871,0.0738,0.0667,653,3
3,100,magus,ftnoml,0.1396,0.1421,0.1774,0.1683,582,4
3,100,magus,ftnoml,0.0702,0.0721,0.1029,0.0974,825,5
3,100,magus,ftnoml,0.0858,0.0876,0.1482,0.1357,672,6
3,100,magus,ftnoml,0.0878,0.0901,0.1136,0.1033,648,7
3,100,magus,ftnoml,0.0838,0.0861,0.1558,0.1390,718,8
3,100,magus,ftnoml,0.0862,0.0876,0.1454,0.1263,682,9
4,100,magus,ftnoml,0.0811,0.0816,0.1005,0.0934,807,0
4,100,magus,ftnoml,0.0833,0.0861,0.1211,0.1149,745,1
4,100,magus,ftnoml,0.0898,0.0916,0.1434,0.1318,780,2
4,100,magus,ftnoml,0.0878,0.0896,0.0714,0.0634,749,3
4,100,magus,ftnoml,0.1365,0.1391,0.1737,0.1648,672,4
4,100,magus,ftnoml,0.0692,0.0711,0.1153,0.1065,931,5
4,100,magus,ftnoml,0.0873,0.0891,0.1299,0.1215,766,6
4,100,magus,ftnoml,0.0868,0.0891,0.1098,0.1016,746,7
4,100,magus,ftnoml,0.0883,0.0906,0.1713,0.1559,808,8
4,100,magus,ftnoml,0.0842,0.0856,0.1501,0.1329,768,9
1,100,clustalo,ft,0.2914,0.2918,0.2333,0.2123,369,0
1,100,clustalo,ft,0.2816,0.2838,0.3449,0.3181,369,1
1,100,clustalo,ft,0.3074,0.3088,0.3302,0.2923,409,2
1,100,clustalo,ft,0.2743,0.2758,0.2607,0.2353,368,3
1,100,clustalo,ft,0.3464,0.3483,0.4834,0.4360,319,4
1,100,clustalo,ft,0.2834,0.2848,0.2316,0.2121,505,5
1,100,clustalo,ft,0.3044,0.3058,0.3448,0.3103,383,6
1,100,clustalo,ft,0.3176,0.3193,0.2555,0.2334,354,7
1,100,clustalo,ft,0.3111,0.3128,0.4274,0.3948,412,8
1,100,clustalo,ft,0.3163,0.3173,0.4424,0.4000,409,9
2,100,clustalo,ft,0.0991,0.0996,0.1238,0.1159,657,0
2,100,clustalo,ft,0.1165,0.1191,0.1562,0.1469,589,1
2,100,clustalo,ft,0.1148,0.1166,0.1426,0.1349,639,2
2,100,clustalo,ft,0.1224,0.1241,0.1016,0.0887,636,3
2,100,clustalo,ft,0.1878,0.1902,0.2135,0.1997,543,4
2,100,clustalo,ft,0.0707,0.0726,0.1170,0.1114,819,5
2,100,clustalo,ft,0.1309,0.1326,0.1587,0.1372,587,6
2,100,clustalo,ft,0.1139,0.1161,0.1162,0.1092,608,7
2,100,clustalo,ft,0.1601,0.1622,0.2053,0.1918,648,8
2,100,clustalo,ft,0.1544,0.1557,0.1898,0.1755,653,9
3,100,clustalo,ft,0.0606,0.0611,0.1068,0.0986,901,0
3,100,clustalo,ft,0.0803,0.0831,0.1349,0.1274,767,1
3,100,clustalo,ft,0.0797,0.0816,0.1485,0.1399,813,2
3,100,clustalo,ft,0.0848,0.0866,0.0939,0.0780,822,3
3,100,clustalo,ft,0.1220,0.1246,0.2077,0.1918,719,4
3,100,clustalo,ft,0.0552,0.0571,0.1082,0.1015,1037,5
3,100,clustalo,ft,0.0792,0.0811,0.1375,0.1255,755,6
3,100,clustalo,ft,0.0753,0.0776,0.1047,0.0986,804,7
3,100,clustalo,ft,0.1084,0.1106,0.1949,0.1779,832,8
3,100,clustalo,ft,0.0947,0.0961,0.1744,0.1592,841,9
4,100,clustalo,ft,0.0556,0.0561,0.1109,0.1039,1087,0
4,100,clustalo,ft,0.0753,0.0781,0.1222,0.1171,945,1
4,100,clustalo,ft,0.0717,0.0736,0.1215,0.1147,977,2
4,100,clustalo,ft,0.0792,0.0811,0.0964,0.0808,1000,3
4,100,clustalo,ft,0.1099,0.1126,0.1949,0.1809,893,4
4,100,clustalo,ft,0.0522,0.0541,0.1157,0.1104,1239,5
4,100,clustalo,ft,0.0767,0.0786,0.1274,0.1205,923,6
4,100,clustalo,ft,0.0712,0.0736,0.1066,0.1006,992,7
4,100,clustalo,ft,0.0988,0.1011,0.1926,0.1767,1012,8
4,100,clustalo,ft,0.0807,0.0821,0.1540,0.1373,1027,9
1,100,clustalo,ftnoml,0.2914,0.2918,0.2333,0.2123,369,0
1,100,clustalo,ftnoml,0.2816,0.2838,0.3449,0.3181,369,1
1,100,clustalo,ftnoml,0.3074,0.3088,0.3302,0.2923,409,2
1,100,clustalo,ftnoml,0.2743,0.2758,0.2607,0.2353,368,3
1,100,clustalo,ftnoml,0.3464,0.3483,0.4834,0.4360,319,4
1,100,clustalo,ftnoml,0.2834,0.2848,0.2316,0.2121,505,5
1,100,clustalo,ftnoml,0.3044,0.3058,0.3448,0.3103,383,6
1,100,clustalo,ftnoml,0.3176,0.3193,0.2555,0.2334,354,7
1,100,clustalo,ftnoml,0.3111,0.3128,0.4274,0.3948,412,8
1,100,clustalo,ftnoml,0.3163,0.3173,0.4424,0.4000,409,9
2,100,clustalo,ftnoml,0.1162,0.1166,0.1152,0.1092,559,0
2,100,clustalo,ftnoml,0.1370,0.1396,0.1575,0.1470,491,1
2,100,clustalo,ftnoml,0.1459,0.1476,0.1962,0.1685,531,2
2,100,clustalo,ftnoml,0.1505,0.1522,0.1030,0.0932,510,3
2,100,clustalo,ftnoml,0.1968,0.1992,0.2063,0.1903,439,4
2,100,clustalo,ftnoml,0.0963,0.0981,0.1206,0.1129,663,5
2,100,clustalo,ftnoml,0.1505,0.1522,0.1652,0.1438,499,6
2,100,clustalo,ftnoml,0.1279,0.1301,0.1160,0.1105,492,7
2,100,clustalo,ftnoml,0.1756,0.1777,0.2442,0.2142,528,8
2,100,clustalo,ftnoml,0.1754,0.1767,0.2065,0.1891,529,9
3,100,clustalo,ftnoml,0.0911,0.0916,0.1372,0.1249,667,0
3,100,clustalo,ftnoml,0.1019,0.1046,0.1504,0.1419,589,1
3,100,clustalo,ftnoml,0.1013,0.1031,0.1550,0.1392,623,2
3,100,clustalo,ftnoml,0.1133,0.1151,0.1079,0.0944,616,3
3,100,clustalo,ftnoml,0.1365,0.1391,0.2011,0.1866,533,4
3,100,clustalo,ftnoml,0.0767,0.0786,0.1150,0.1070,777,5
3,100,clustalo,ftnoml,0.1138,0.1156,0.1581,0.1461,591,6
3,100,clustalo,ftnoml,0.0978,0.1001,0.1147,0.1099,596,7
3,100,clustalo,ftnoml,0.1234,0.1256,0.1884,0.1762,620,8
3,100,clustalo,ftnoml,0.1168,0.1181,0.1571,0.1439,623,9
4,100,clustalo,ftnoml,0.0896,0.0901,0.1073,0.0994,753,0
4,100,clustalo,ftnoml,0.0974,0.1001,0.1365,0.1240,685,1
4,100,clustalo,ftnoml,0.1058,0.1076,0.1459,0.1349,713,2
4,100,clustalo,ftnoml,0.1093,0.1111,0.1071,0.0947,720,3
4,100,clustalo,ftnoml,0.1315,0.1341,0.2087,0.1941,629,4
4,100,clustalo,ftnoml,0.0782,0.0801,0.1197,0.1108,881,5
4,100,clustalo,ftnoml,0.1038,0.1056,0.1599,0.1479,685,6
4,100,clustalo,ftnoml,0.0993,0.1016,0.1070,0.1014,696,7
4,100,clustalo,ftnoml,0.1234,0.1256,0.1985,0.1765,710,8
4,100,clustalo,ftnoml,0.0972,0.0986,0.1635,0.1492,715,9
1,200,magus,ft,0.0771,0.0776,0.1166,0.1076,545,0
1,200,magus,ft,0.0813,0.0841,0.1535,0.1454,545,1
1,200,magus,ft,0.1028,0.1046,0.1577,0.1429,561,2
1,200,magus,ft,0.0817,0.0836,0.0891,0.0742,555,3
1,200,magus,ft,0.1933,0.1957,0.1786,0.1656,459,4
1,200,magus,ft,0.0612,0.0631,0.1242,0.1126,624,5
1,200,magus,ft,0.0928,0.0946,0.1575,0.1367,551,6
1,200,magus,ft,0.0963,0.0986,0.1104,0.1037,489,7
1,200,magus,ft,0.0863,0.0886,0.1694,0.1549,569,8
1,200,magus,ft,0.1268,0.1281,0.1600,0.1475,556,9
2,200,magus,ft,0.0491,0.0495,0.1116,0.1044,749,0
2,200,magus,ft,0.0607,0.0636,0.1431,0.1350,709,1
2,200,magus,ft,0.0642,0.0661,0.1575,0.1478,707,2
2,200,magus,ft,0.0517,0.0536,0.0781,0.0684,729,3
2,200,magus,ft,0.0994,0.1021,0.1652,0.1568,619,4
2,200,magus,ft,0.0456,0.0475,0.1187,0.1110,824,5
2,200,magus,ft,0.0612,0.0631,0.1491,0.1306,713,6
2,200,magus,ft,0.0667,0.0691,0.1084,0.1043,659,7
2,200,magus,ft,0.0577,0.0601,0.1591,0.1427,747,8
2,200,magus,ft,0.0722,0.0736,0.1584,0.1429,710,9
3,200,magus,ft,0.0466,0.0470,0.1263,0.1171,917,0
3,200,magus,ft,0.0607,0.0636,0.1474,0.1363,875,1
3,200,magus,ft,0.0652,0.0671,0.1467,0.1399,855,2
3,200,magus,ft,0.0486,0.0506,0.0915,0.0746,897,3
3,200,magus,ft,0.0969,0.0996,0.2039,0.1842,779,4
3,200,magus,ft,0.0461,0.0480,0.1115,0.1026,1014,5
3,200,magus,ft,0.0667,0.0686,0.1616,0.1479,875,6
3,200,magus,ft,0.0642,0.0666,0.1095,0.1039,831,7
3,200,magus,ft,0.0582,0.0606,0.1696,0.1580,921,8
3,200,magus,ft,0.0697,0.0711,0.1591,0.1469,864,9
4,200,magus,ft,0.0461,0.0465,0.1321,0.1206,1077,0
4,200,magus,ft,0.0602,0.0631,0.1490,0.1402,1041,1
4,200,magus,ft,0.0657,0.0676,0.1474,0.1389,1005,2
4,200,magus,ft,0.0537,0.0556,0.0881,0.0681,1063,3
4,200,magus,ft,0.0999,0.1026,0.2027,0.1903,939,4
4,200,magus,ft,0.0451,0.0470,0.1310,0.1140,1208,5
4,200,magus,ft,0.0617,0.0636,0.1538,0.1398,1035,6
4,200,magus,ft,0.0672,0.0696,0.1116,0.1056,1001,7
4,200,magus,ft,0.0557,0.0581,0.1508,0.1419,1093,8
4,200,magus,ft,0.0682,0.0696,0.1638,0.1464,1022,9
1,200,magus,ftnoml,0.0771,0.0776,0.1166,0.1076,545,0
1,200,magus,ftnoml,0.0813,0.0841,0.1535,0.1454,545,1
1,200,magus,ftnoml,0.1028,0.1046,0.1577,0.1429,561,2
1,200,magus,ftnoml,0.0817,0.0836,0.0891,0.0742,555,3
1,200,magus,ftnoml,0.1933,0.1957,0.1786,0.1656,459,4
1,200,magus,ftnoml,0.0612,0.0631,0.1242,0.1126,624,5
1,200,magus,ftnoml,0.0928,0.0946,0.1575,0.1367,551,6
1,200,magus,ftnoml,0.0963,0.0986,0.1104,0.1037,489,7
1,200,magus,ftnoml,0.0863,0.0886,0.1694,0.1549,569,8
1,200,magus,ftnoml,0.1268,0.1281,0.1600,0.1475,556,9
2,200,magus,ftnoml,0.0741,0.0746,0.1300,0.1210,675,0
2,200,magus,ftnoml,0.0808,0.0836,0.1266,0.1210,635,1
2,200,magus,ftnoml,0.0858,0.0876,0.1286,0.1230,641,2
2,200,magus,ftnoml,0.0878,0.0896,0.0882,0.0727,649,3
2,200,magus,ftnoml,0.1295,0.1321,0.1773,0.1666,545,4
2,200,magus,ftnoml,0.0692,0.0711,0.1177,0.1067,728,5
2,200,magus,ftnoml,0.0888,0.0906,0.1670,0.1416,641,6
2,200,magus,ftnoml,0.0828,0.0851,0.1133,0.1040,581,7
2,200,magus,ftnoml,0.0888,0.0911,0.1719,0.1528,655,8
2,200,magus,ftnoml,0.0882,0.0896,0.1667,0.1505,634,9
3,200,magus,ftnoml,0.0741,0.0746,0.1124,0.1074,759,0
3,200,magus,ftnoml,0.0823,0.0851,0.1652,0.1554,727,1
3,200,magus,ftnoml,0.0873,0.0891,0.1296,0.1239,721,2
3,200,magus,ftnoml,0.0853,0.0871,0.0804,0.0661,741,3
3,200,magus,ftnoml,0.1215,0.1241,0.1819,0.1726,631,4
3,200,magus,ftnoml,0.0702,0.0721,0.1107,0.1046,826,5
3,200,magus,ftnoml,0.0888,0.0906,0.1689,0.1545,731,6
3,200,magus,ftnoml,0.0863,0.0886,0.1175,0.1107,675,7
3,200,magus,ftnoml,0.0893,0.0916,0.1690,0.1511,741,8
3,200,magus,ftnoml,0.0857,0.0871,0.1461,0.1365,712,9
4,200,magus,ftnoml,0.0771,0.0776,0.1160,0.1077,835,0
4,200,magus,ftnoml,0.0828,0.0856,0.1529,0.1431,817,1
4,200,magus,ftnoml,0.0888,0.0906,0.1392,0.1239,803,2
4,200,magus,ftnoml,0.0883,0.0901,0.0930,0.0761,831,3
4,200,magus,ftnoml,0.1255,0.1281,0.1842,0.1734,717,4
4,200,magus,ftnoml,0.0712,0.0731,0.1126,0.1066,926,5
4,200,magus,ftnoml,0.0913,0.0931,0.1680,0.1476,819,6
4,200,magus,ftnoml,0.0828,0.0851,0.1216,0.1125,767,7
4,200,magus,ftnoml,0.0888,0.0911,0.1602,0.1473,825,8
4,200,magus,ftnoml,0.0857,0.0871,0.1624,0.1438,790,9
1,200,clustalo,ft,0.2914,0.2918,0.2220,0.2060,410,0
1,200,clustalo,ft,0.2816,0.2838,0.3425,0.3178,410,1
1,200,clustalo,ft,0.3074,0.3088,0.3593,0.3134,462,2
1,200,clustalo,ft,0.2743,0.2758,0.2210,0.2013,406,3
1,200,clustalo,ft,0.3464,0.3483,0.4967,0.4428,348,4
1,200,clustalo,ft,0.2834,0.2848,0.2424,0.2090,545,5
1,200,clustalo,ft,0.3044,0.3058,0.3256,0.2893,389,6
1,200,clustalo,ft,0.3176,0.3193,0.2643,0.2377,385,7
1,200,clustalo,ft,0.3111,0.3128,0.3774,0.3360,481,8
1,200,clustalo,ft,0.3163,0.3173,0.3792,0.3483,472,9
2,200,clustalo,ft,0.0801,0.0806,0.1236,0.1127,731,0
2,200,clustalo,ft,0.1024,0.1051,0.1525,0.1437,622,1
2,200,clustalo,ft,0.1249,0.1266,0.1358,0.1273,664,2
2,200,clustalo,ft,0.1073,0.1091,0.0956,0.0763,640,3
2,200,clustalo,ft,0.1918,0.1942,0.1944,0.1810,542,4
2,200,clustalo,ft,0.0863,0.0881,0.1240,0.1179,825,5
2,200,clustalo,ft,0.1098,0.1116,0.1740,0.1549,589,6
2,200,clustalo,ft,0.1114,0.1136,0.1356,0.1262,609,7
2,200,clustalo,ft,0.1279,0.1301,0.2094,0.1916,701,8
2,200,clustalo,ft,0.1258,0.1271,0.1790,0.1612,678,9
3,200,clustalo,ft,0.0546,0.0551,0.1138,0.1042,909,0
3,200,clustalo,ft,0.0617,0.0646,0.1669,0.1575,790,1
3,200,clustalo,ft,0.0737,0.0756,0.1550,0.1459,814,2
3,200,clustalo,ft,0.0647,0.0666,0.0990,0.0860,818,3
3,200,clustalo,ft,0.1059,0.1086,0.1952,0.1813,700,4
3,200,clustalo,ft,0.0597,0.0616,0.1129,0.1087,1023,5
3,200,clustalo,ft,0.0687,0.0706,0.1652,0.1534,749,6
3,200,clustalo,ft,0.0763,0.0786,0.1260,0.1202,785,7
3,200,clustalo,ft,0.0647,0.0671,0.1544,0.1427,877,8
3,200,clustalo,ft,0.0802,0.0816,0.1791,0.1622,848,9
4,200,clustalo,ft,0.0486,0.0490,0.1143,0.1070,1067,0
4,200,clustalo,ft,0.0597,0.0626,0.1461,0.1383,954,1
4,200,clustalo,ft,0.0732,0.0751,0.1433,0.1344,964,2
4,200,clustalo,ft,0.0622,0.0641,0.0981,0.0789,992,3
4,200,clustalo,ft,0.0999,0.1026,0.1703,0.1601,856,4
