Dataset,Replicate,Method,Iteration,Runtime
ROSE-1000L3,R6,magus_clustalo-iter2,2,297.9700
ROSE-1000L3,R6,magus_clustalo-iter2guide,2,41.4400
ROSE-1000L3,R6,magus_clustalo-iter3,3,251.4500
ROSE-1000L3,R6,magus_clustalo-iter3guide,3,40.5000
ROSE-1000L3,R6,magus_clustalo-iter4,4,282.3400
ROSE-1000L3,R6,magus_default-iter0initi,0,173.7700
ROSE-1000L3,R6,magus_default-iter1,1,354.3400
ROSE-1000L3,R6,magus_magus-iter0initi,0,190.3500
ROSE-1000L3,R6,magus_magus-iter1,1,133.2000
ROSE-1000L3,R6,magus_magus-iter1guide,1,64.6400
ROSE-1000L3,R6,magus_magus-iter2,2,135.0800
ROSE-1000L3,R6,magus_magus-iter2guide,2,64.7800
ROSE-1000L3,R6,magus_magus-iter3,3,143.9300
ROSE-1000L3,R6,magus_magus-iter3guide,3,65.3000
ROSE-1000L3,R6,magus_magus-iter4,4,132.7600
ROSE-1000L3,R7,magus_clustalo-iter0initi,0,5.9700
ROSE-1000L3,R7,magus_clustalo-iter1,1,412.8200
ROSE-1000L3,R7,magus_clustalo-iter1guide,1,76.3900
ROSE-1000L3,R7,magus_clustalo-iter2,2,357.4500
ROSE-1000L3,R7,magus_clustalo-iter2guide,2,63.4500
ROSE-1000L3,R7,magus_clustalo-iter3,3,352.4100
ROSE-1000L3,R7,magus_clustalo-iter3guide,3,64.4400
ROSE-1000L3,R7,magus_clustalo-iter4,4,357.2700
ROSE-1000L3,R7,magus_default-iter0initi,0,161.2300
ROSE-1000L3,R7,magus_default-iter1,1,347.8200
ROSE-1000L3,R7,magus_magus-iter0initi,0,135.6100
ROSE-1000L3,R7,magus_magus-iter1,1,127.4100
ROSE-1000L3,R7,magus_magus-iter1guide,1,65.9400
ROSE-1000L3,R7,magus_magus-iter2,2,151.0700
ROSE-1000L3,R7,magus_magus-iter2guide,2,64.7800
ROSE-1000L3,R7,magus_magus-iter3,3,149.0100
ROSE-1000L3,R7,magus_magus-iter3guide,3,64.4400
ROSE-1000L3,R7,magus_magus-iter4,4,124.7900
ROSE-1000L3,R8,magus_clustalo-iter0initi,0,6.1600
ROSE-1000L3,R8,magus_clustalo-iter1,1,426.1100
ROSE-1000L3,R8,magus_clustalo-iter1guide,1,84.1700
ROSE-1000L3,R8,magus_clustalo-iter2,2,413.7600
ROSE-1000L3,R8,magus_clustalo-iter2guide,2,60.9900
ROSE-1000L3,R8,magus_clustalo-iter3,3,376.7000
ROSE-1000L3,R8,magus_clustalo-iter3guide,3,59.6200
ROSE-1000L3,R8,magus_clustalo-iter4,4,395.6300
ROSE-1000L3,R8,magus_default-iter0initi,0,225.8300
ROSE-1000L3,R8,magus_default-iter1,1,435.8500
ROSE-1000L3,R8,magus_magus-iter0initi,0,146.5600
ROSE-1000L3,R8,magus_magus-iter1,1,174.6300
ROSE-1000L3,R8,magus_magus-iter1guide,1,72.2800
ROSE-1000L3,R8,magus_magus-iter2,2,161.6600
ROSE-1000L3,R8,magus_magus-iter2guide,2,72.8600
ROSE-1000L3,R8,magus_magus-iter3,3,183.9300
ROSE-1000L3,R8,magus_magus-iter3guide,3,72.1300
ROSE-1000L3,R8,magus_magus-iter4,4,162.1900
ROSE-1000L3,R9,magus_clustalo-iter0initi,0,5.7100
ROSE-1000L3,R9,magus_clustalo-iter1,1,397.2000
ROSE-1000L3,R9,magus_clustalo-iter1guide,1,68.0700
ROSE-1000L3,R9,magus_clustalo-iter2,2,367.4800
ROSE-1000L3,R9,magus_clustalo-iter2guide,2,61.6700
ROSE-1000L3,R9,magus_clustalo-iter3,3,371.0500
ROSE-1000L3,R9,magus_clustalo-iter3guide,3,62.1500
ROSE-1000L3,R9,magus_clustalo-iter4,4,356.5700
ROSE-1000L3,R9,magus_default-iter0initi,0,177.2300
ROSE-1000L3,R9,magus_default-iter1,1,293.4300
ROSE-1000L3,R9,magus_magus-iter0initi,0,137.8200
ROSE-1000L3,R9,magus_magus-iter1,1,144.1100
ROSE-1000L3,R9,magus_magus-iter1guide,1,63.6900
ROSE-1000L3,R9,magus_magus-iter2,2,116.7100
ROSE-1000L3,R9,magus_magus-iter2guide,2,63.9100
ROSE-1000L3,R9,magus_magus-iter3,3,136.4000
ROSE-1000L3,R9,magus_magus-iter3guide,3,64.5600
ROSE-1000L3,R9,magus_magus-iter4,4,130.3300
ROSE-1000M2,R0,magus_clustalo-iter0initi,0,5.3400
ROSE-1000M2,R0,magus_clustalo-iter1,1,357.2000
ROSE-1000M2,R0,magus_clustalo-iter1guide,1,46.0700
ROSE-1000M2,R0,magus_clustalo-iter2,2,328.9800
ROSE-1000M2,R0,magus_clustalo-iter2guide,2,39.3000
ROSE-1000M2,R0,magus_clustalo-iter3,3,322.5900
ROSE-1000M2,R0,magus_clustalo-iter3guide,3,38.4300
ROSE-1000M2,R0,magus_clustalo-iter4,4,363.3600
ROSE-1000M2,R0,magus_default-iter0initi,0,160.0500
ROSE-1000M2,R0,magus_default-iter1,1,496.5100
ROSE-1000M2,R0,magus_magus-iter0initi,0,101.7000
ROSE-1000M2,R0,magus_magus-iter1,1,128.6300
ROSE-1000M2,R0,magus_magus-iter1guide,1,45.1900
ROSE-1000M2,R0,magus_magus-iter2,2,111.3800
ROSE-1000M2,R0,magus_magus-iter2guide,2,44.8600
ROSE-1000M2,R0,magus_magus-iter3,3,113.7300
ROSE-1000M2,R0,magus_magus-iter3guide,3,45.4800
ROSE-1000M2,R0,magus_magus-iter4,4,112.5600
ROSE-1000M2,R1,magus_clustalo-iter0initi,0,5.9800
ROSE-1000M2,R1,magus_clustalo-iter1,1,497.6500
ROSE-1000M2,R1,magus_clustalo-iter1guide,1,67.6600
ROSE-1000M2,R1,magus_clustalo-iter2,2,434.3600
ROSE-1000M2,R1,magus_clustalo-iter2guide,2,54.0400
ROSE-1000M2,R1,magus_clustalo-iter3,3,468.0100
ROSE-1000M2,R1,magus_clustalo-iter3guide,3,52.3600
ROSE-1000M2,R1,magus_clustalo-iter4,4,459.9900
ROSE-1000M2,R1,magus_default-iter0initi,0,146.3800
ROSE-1000M2,R1,magus_default-iter1,1,278.9700
ROSE-1000M2,R1,magus_magus-iter0initi,0,129.1400
ROSE-1000M2,R1,magus_magus-iter1,1,122.2900
ROSE-1000M2,R1,magus_magus-iter1guide,1,45.9700
ROSE-1000M2,R1,magus_magus-iter2,2,119.1700
ROSE-1000M2,R1,magus_magus-iter2guide,2,45.8900
ROSE-1000M2,R1,magus_magus-iter3,3,109.5800
ROSE-1000M2,R1,magus_magus-iter3guide,3,46.0000
ROSE-1000M2,R1,magus_magus-iter4,4,111.7600
ROSE-1000M2,R2,magus_clustalo-iter0initi,0,4.5000
ROSE-1000M2,R2,magus_clustalo-iter1,1,256.4400
ROSE-1000M2,R2,magus_clustalo-iter1guide,1,37.5500
ROSE-1000M2,R2,magus_clustalo-iter2,2,209.2500
ROSE-1000M2,R2,magus_clustalo-iter2guide,2,32.2900
ROSE-1000M2,R2,magus_clustalo-iter3,3,216.3300
ROSE-1000M2,R2,magus_clustalo-iter3guide,3,31.7500
ROSE-1000M2,R2,magus_clustalo-iter4,4,226.7500
ROSE-1000M2,R2,magus_default-iter0initi,0,154.8900
ROSE-1000M2,R2,magus_default-iter1,1,293.9200
ROSE-1000M2,R2,magus_magus-iter0initi,0,125.5500
ROSE-1000M2,R2,magus_magus-iter1,1,102.6600
ROSE-1000M2,R2,magus_magus-iter1guide,1,44.9300
ROSE-1000M2,R2,magus_magus-iter2,2,103.0200
ROSE-1000M2,R2,magus_magus-iter2guide,2,46.0400
ROSE-1000M2,R2,magus_magus-iter3,3,118.5500
ROSE-1000M2,R2,magus_magus-iter3guide,3,45.5300
ROSE-1000M2,R2,magus_magus-iter4,4,111.0600
ROSE-1000M2,R3,magus_clustalo-iter0initi,0,5.9200
ROSE-1000M2,R3,magus_clustalo-iter1,1,490.8000
ROSE-1000M2,R3,magus_clustalo-iter1guide,1,59.2800
ROSE-1000M2,R3,magus_clustalo-iter2,2,489.8800
ROSE-1000M2,R3,magus_clustalo-iter2guide,2,46.1600
ROSE-1000M2,R3,magus_clustalo-iter3,3,462.5400
ROSE-1000M2,R3,magus_clustalo-iter3guide,3,46.7800
ROSE-1000M2,R3,magus_clustalo-iter4,4,425.1500
ROSE-1000M2,R3,magus_default-iter0initi,0,149.3000
ROSE-1000M2,R3,magus_default-iter1,1,400.0100
ROSE-1000M2,R3,magus_magus-iter0initi,0,119.3200
ROSE-1000M2,R3,magus_magus-iter1,1,128.1400
ROSE-1000M2,R3,magus_magus-iter1guide,1,41.6800
ROSE-1000M2,R3,magus_magus-iter2,2,133.3700
ROSE-1000M2,R3,magus_magus-iter2guide,2,41.8200
ROSE-1000M2,R3,magus_magus-iter3,3,144.7500
ROSE-1000M2,R3,magus_magus-iter3guide,3,42.0500
ROSE-1000M2,R3,magus_magus-iter4,4,107.0800
ROSE-1000M2,R4,magus_clustalo-iter0initi,0,5.1400
ROSE-1000M2,R4,magus_clustalo-iter1,1,347.1700
ROSE-1000M2,R4,magus_clustalo-iter1guide,1,47.9400
ROSE-1000M2,R4,magus_clustalo-iter2,2,315.5100
ROSE-1000M2,R4,magus_clustalo-iter2guide,2,44.4600
ROSE-1000M2,R4,magus_clustalo-iter3,3,317.3300
ROSE-1000M2,R4,magus_clustalo-iter3guide,3,44.2100
ROSE-1000M2,R4,magus_clustalo-iter4,4,322.8200
ROSE-1000M2,R4,magus_default-iter0initi,0,136.8700
ROSE-1000M2,R4,magus_default-iter1,1,324.7000
ROSE-1000M2,R4,magus_magus-iter0initi,0,131.0200
ROSE-1000M2,R4,magus_magus-iter1,1,105.4700
ROSE-1000M2,R4,magus_magus-iter1guide,1,41.4400
ROSE-1000M2,R4,magus_magus-iter2,2,101.0800
ROSE-1000M2,R4,magus_magus-iter2guide,2,41.7200
ROSE-1000M2,R4,magus_magus-iter3,3,92.1900
ROSE-1000M2,R4,magus_magus-iter3guide,3,41.2400
ROSE-1000M2,R4,magus_magus-iter4,4,115.3300
ROSE-1000M2,R5,magus_clustalo-iter0initi,0,5.9500
ROSE-1000M2,R5,magus_clustalo-iter1,1,509.6400
ROSE-1000M2,R5,magus_clustalo-iter1guide,1,62.4100
ROSE-1000M2,R5,magus_clustalo-iter2,2,506.2300
ROSE-1000M2,R5,magus_clustalo-iter2guide,2,51.6500
ROSE-1000M2,R5,magus_clustalo-iter3,3,476.0700
ROSE-1000M2,R5,magus_clustalo-iter3guide,3,51.9900
ROSE-1000M2,R5,magus_clustalo-iter4,4,479.0200
ROSE-1000M2,R5,magus_default-iter0initi,0,168.1600
ROSE-1000M2,R5,magus_default-iter1,1,358.6800
ROSE-1000M2,R5,magus_magus-iter0initi,0,169.5900
ROSE-1000M2,R5,magus_magus-iter1,1,126.5900
ROSE-1000M2,R5,magus_magus-iter1guide,1,46.1600
ROSE-1000M2,R5,magus_magus-iter2,2,121.5600
ROSE-1000M2,R5,magus_magus-iter2guide,2,45.7600
ROSE-1000M2,R5,magus_magus-iter3,3,128.5900
ROSE-1000M2,R5,magus_magus-iter3guide,3,45.4200
ROSE-1000M2,R5,magus_magus-iter4,4,110.2900
ROSE-1000M2,R6,magus_clustalo-iter0initi,0,5.0900
ROSE-1000M2,R6,magus_clustalo-iter1,1,351.9800
ROSE-1000M2,R6,magus_clustalo-iter1guide,1,47.4900
ROSE-1000M2,R6,magus_clustalo-iter2,2,330.9000
ROSE-1000M2,R6,magus_clustalo-iter2guide,2,41.6100
ROSE-1000M2,R6,magus_clustalo-iter3,3,363.0600
ROSE-1000M2,R6,magus_clustalo-iter3guide,3,41.4300
ROSE-1000M2,R6,magus_clustalo-iter4,4,360.6300
ROSE-1000M2,R6,magus_default-iter0initi,0,133.6000
ROSE-1000M2,R6,magus_default-iter1,1,304.6300
ROSE-1000M2,R6,magus_magus-iter0initi,0,97.3900
ROSE-1000M2,R6,magus_magus-iter1,1,104.8500
ROSE-1000M2,R6,magus_magus-iter1guide,1,39.8700
ROSE-1000M2,R6,magus_magus-iter2,2,114.4700
ROSE-1000M2,R6,magus_magus-iter2guide,2,39.9100
ROSE-1000M2,R6,magus_magus-iter3,3,103.5400
ROSE-1000M2,R6,magus_magus-iter3guide,3,40.3300
ROSE-1000M2,R6,magus_magus-iter4,4,121.0100
ROSE-1000M2,R7,magus_clustalo-iter0initi,0,4.9700
ROSE-1000M2,R7,magus_clustalo-iter1,1,372.6700
ROSE-1000M2,R7,magus_clustalo-iter1guide,1,45.1700
ROSE-1000M2,R7,magus_clustalo-iter2,2,388.6300
ROSE-1000M2,R7,magus_clustalo-iter2guide,2,41.4100
ROSE-1000M2,R7,magus_clustalo-iter3,3,356.1500
ROSE-1000M2,R7,magus_clustalo-iter3guide,3,41.0300
ROSE-1000M2,R7,magus_clustalo-iter4,4,343.0700
ROSE-1000M2,R7,magus_default-iter0initi,0,107.4600
ROSE-1000M2,R7,magus_default-iter1,1,256.8700
ROSE-1000M2,R7,magus_magus-iter0initi,0,87.7100
ROSE-1000M2,R7,magus_magus-iter1,1,90.8800
ROSE-1000M2,R7,magus_magus-iter1guide,1,36.7400
ROSE-1000M2,R7,magus_magus-iter2,2,94.1800
ROSE-1000M2,R7,magus_magus-iter2guide,2,36.9300
ROSE-1000M2,R7,magus_magus-iter3,3,92.6600
ROSE-1000M2,R7,magus_magus-iter3guide,3,37.1100
ROSE-1000M2,R7,magus_magus-iter4,4,97.4400
ROSE-1000M2,R8,magus_clustalo-iter0initi,0,5.3700
ROSE-1000M2,R8,magus_clustalo-iter1,1,370.0700
ROSE-1000M2,R8,magus_clustalo-iter1guide,1,61.0300
ROSE-1000M2,R8,magus_clustalo-iter2,2,369.2000
ROSE-1000M2,R8,magus_clustalo-iter2guide,2,47.2200
ROSE-1000M2,R8,magus_clustalo-iter3,3,355.1800
ROSE-1000M2,R8,magus_clustalo-iter3guide,3,45.8000
ROSE-1000M2,R8,magus_clustalo-iter4,4,372.9100
ROSE-1000M2,R8,magus_default-iter0initi,0,111.9500
ROSE-1000M2,R8,magus_default-iter1,1,233.0200
ROSE-1000M2,R8,magus_magus-iter0initi,0,137.9000
ROSE-1000M2,R8,magus_magus-iter1,1,120.4000
ROSE-1000M2,R8,magus_magus-iter1guide,1,44.1500
ROSE-1000M2,R8,magus_magus-iter2,2,110.8200
ROSE-1000M2,R8,magus_magus-iter2guide,2,45.0300
ROSE-1000M2,R8,magus_magus-iter3,3,113.6000
ROSE-1000M2,R8,magus_magus-iter3guide,3,45.1300
ROSE-1000M2,R8,magus_magus-iter4,4,113.6800
ROSE-1000M2,R9,magus_clustalo-iter0initi,0,5.5400
ROSE-1000M2,R9,magus_clustalo-iter1,1,295.1200
ROSE-1000M2,R9,magus_clustalo-iter1guide,1,49.9600
ROSE-1000M2,R9,magus_clustalo-iter2,2,317.1500
ROSE-1000M2,R9,magus_clustalo-iter2guide,2,41.3900
ROSE-1000M2,R9,magus_clustalo-iter3,3,290.2800
ROSE-1000M2,R9,magus_clustalo-iter3guide,3,40.6800
ROSE-1000M2,R9,magus_clustalo-iter4,4,307.8700
ROSE-1000M2,R9,magus_default-iter0initi,0,138.6000
ROSE-1000M2,R9,magus_default-iter1,1,400.5300
ROSE-1000M2,R9,magus_magus-iter0initi,0,161.0300
ROSE-1000M2,R9,magus_magus-iter1,1,118.6300
ROSE-1000M2,R9,magus_magus-iter1guide,1,40.5900
ROSE-1000M2,R9,magus_magus-iter2,2,114.8600
ROSE-1000M2,R9,magus_magus-iter2guide,2,40.5000
ROSE-1000M2,R9,magus_magus-iter3,3,121.6700
ROSE-1000M2,R9,magus_magus-iter3guide,3,40.1100
ROSE-1000M2,R9,magus_magus-iter4,4,96.4600
ROSE-1000M3,R0,magus_clustalo-iter0initi,0,4.4500
ROSE-1000M3,R0,magus_clustalo-iter1,1,261.2700
ROSE-1000M3,R0,magus_clustalo-iter1guide,1,32.9600
ROSE-1000M3,R0,magus_clustalo-iter2,2,288.3500
ROSE-1000M3,R0,magus_clustalo-iter2guide,2,31.4800
ROSE-1000M3,R0,magus_clustalo-iter3,3,279.4600
ROSE-1000M3,R0,magus_clustalo-iter3guide,3,31.0200
ROSE-1000M3,R0,magus_clustalo-iter4,4,262.8900
ROSE-1000M3,R0,magus_default-iter0initi,0,115.0500
ROSE-1000M3,R0,magus_default-iter1,1,284.9200
ROSE-1000M3,R0,magus_magus-iter0initi,0,93.9000
ROSE-1000M3,R0,magus_magus-iter1,1,93.1700
ROSE-1000M3,R0,magus_magus-iter1guide,1,30.0600
ROSE-1000M3,R0,magus_magus-iter2,2,85.6000
ROSE-1000M3,R0,magus_magus-iter2guide,2,29.7800
ROSE-1000M3,R0,magus_magus-iter3,3,89.0700
ROSE-1000M3,R0,magus_magus-iter3guide,3,29.6300
ROSE-1000M3,R0,magus_magus-iter4,4,86.2100
ROSE-1000M3,R1,magus_clustalo-iter0initi,0,3.7500
ROSE-1000M3,R1,magus_clustalo-iter1,1,165.7500
ROSE-1000M3,R1,magus_clustalo-iter1guide,1,20.6400
ROSE-1000M3,R1,magus_clustalo-iter2,2,170.3900
ROSE-1000M3,R1,magus_clustalo-iter2guide,2,20.5800
ROSE-1000M3,R1,magus_clustalo-iter3,3,177.3700
ROSE-1000M3,R1,magus_clustalo-iter3guide,3,20.6100
ROSE-1000M3,R1,magus_clustalo-iter4,4,169.7500
ROSE-1000M3,R1,magus_default-iter0initi,0,127.2400
ROSE-1000M3,R1,magus_default-iter1,1,338.7600
ROSE-1000M3,R1,magus_magus-iter0initi,0,111.7300
ROSE-1000M3,R1,magus_magus-iter1,1,80.5300
ROSE-1000M3,R1,magus_magus-iter1guide,1,31.9700
ROSE-1000M3,R1,magus_magus-iter2,2,89.6600
ROSE-1000M3,R1,magus_magus-iter2guide,2,31.7500
ROSE-1000M3,R1,magus_magus-iter3,3,91.2000
ROSE-1000M3,R1,magus_magus-iter3guide,3,31.7200
ROSE-1000M3,R1,magus_magus-iter4,4,82.9200
ROSE-1000M3,R2,magus_clustalo-iter0initi,0,4.7000
ROSE-1000M3,R2,magus_clustalo-iter1,1,348.8400
ROSE-1000M3,R2,magus_clustalo-iter1guide,1,41.1400
ROSE-1000M3,R2,magus_clustalo-iter2,2,347.1800
ROSE-1000M3,R2,magus_clustalo-iter2guide,2,38.1000
ROSE-1000M3,R2,magus_clustalo-iter3,3,343.2600
ROSE-1000M3,R2,magus_clustalo-iter3guide,3,37.9100
ROSE-1000M3,R2,magus_clustalo-iter4,4,343.7700
ROSE-1000M3,R2,magus_default-iter0initi,0,120.2300
ROSE-1000M3,R2,magus_default-iter1,1,249.5700
ROSE-1000M3,R2,magus_magus-iter0initi,0,102.1000
ROSE-1000M3,R2,magus_magus-iter1,1,113.7900
ROSE-1000M3,R2,magus_magus-iter1guide,1,36.2300
ROSE-1000M3,R2,magus_magus-iter2,2,97.3800
ROSE-1000M3,R2,magus_magus-iter2guide,2,36.1500
ROSE-1000M3,R2,magus_magus-iter3,3,101.2100
ROSE-1000M3,R2,magus_magus-iter3guide,3,36.1400
ROSE-1000M3,R2,magus_magus-iter4,4,103.0900
ROSE-1000M3,R3,magus_clustalo-iter0initi,0,3.8700
ROSE-1000M3,R3,magus_clustalo-iter1,1,182.6100
ROSE-1000M3,R3,magus_clustalo-iter1guide,1,23.7900
ROSE-1000M3,R3,magus_clustalo-iter2,2,198.1500
ROSE-1000M3,R3,magus_clustalo-iter2guide,2,21.7600
ROSE-1000M3,R3,magus_clustalo-iter3,3,187.6100
ROSE-1000M3,R3,magus_clustalo-iter3guide,3,22.2100
ROSE-1000M3,R3,magus_clustalo-iter4,4,186.8400
ROSE-1000M3,R3,magus_default-iter0initi,0,140.7900
ROSE-1000M3,R3,magus_default-iter1,1,370.6000
ROSE-1000M3,R3,magus_magus-iter0initi,0,92.8100
ROSE-1000M3,R3,magus_magus-iter1,1,94.9400
ROSE-1000M3,R3,magus_magus-iter1guide,1,33.1300
ROSE-1000M3,R3,magus_magus-iter2,2,105.8800
ROSE-1000M3,R3,magus_magus-iter2guide,2,33.5400
ROSE-1000M3,R3,magus_magus-iter3,3,104.6100
ROSE-1000M3,R3,magus_magus-iter3guide,3,33.7000
ROSE-1000M3,R3,magus_magus-iter4,4,92.9500
ROSE-1000M3,R4,magus_clustalo-iter0initi,0,4.5400
ROSE-1000M3,R4,magus_clustalo-iter1,1,274.8500
ROSE-1000M3,R4,magus_clustalo-iter1guide,1,34.2800
ROSE-1000M3,R4,magus_clustalo-iter2,2,257.2700
ROSE-1000M3,R4,magus_clustalo-iter2guide,2,33.6500
ROSE-1000M3,R4,magus_clustalo-iter3,3,280.7400
ROSE-1000M3,R4,magus_clustalo-iter3guide,3,33.3700
ROSE-1000M3,R4,magus_clustalo-iter4,4,268.7800
ROSE-1000M3,R4,magus_default-iter0initi,0,121.7900
ROSE-1000M3,R4,magus_default-iter1,1,211.3900
ROSE-1000M3,R4,magus_magus-iter0initi,0,105.4900
ROSE-1000M3,R4,magus_magus-iter1,1,90.0500
ROSE-1000M3,R4,magus_magus-iter1guide,1,31.8200
ROSE-1000M3,R4,magus_magus-iter2,2,82.2900
ROSE-1000M3,R4,magus_magus-iter2guide,2,31.6400
ROSE-1000M3,R4,magus_magus-iter3,3,83.6700
ROSE-1000M3,R4,magus_magus-iter3guide,3,31.5400
ROSE-1000M3,R4,magus_magus-iter4,4,79.6300
ROSE-1000M3,R5,magus_clustalo-iter0initi,0,4.9700
ROSE-1000M3,R5,magus_clustalo-iter1,1,248.2800
ROSE-1000M3,R5,magus_clustalo-iter1guide,1,34.4000
ROSE-1000M3,R5,magus_clustalo-iter2,2,249.1800
ROSE-1000M3,R5,magus_clustalo-iter2guide,2,32.8600
ROSE-1000M3,R5,magus_clustalo-iter3,3,254.6400
ROSE-1000M3,R5,magus_clustalo-iter3guide,3,32.9500
ROSE-1000M3,R5,magus_clustalo-iter4,4,226.3200
ROSE-1000M3,R5,magus_default-iter0initi,0,122.3700
ROSE-1000M3,R5,magus_default-iter1,1,329.1900
ROSE-1000M3,R5,magus_magus-iter0initi,0,84.9000
ROSE-1000M3,R5,magus_magus-iter1,1,88.3600
ROSE-1000M3,R5,magus_magus-iter1guide,1,32.6600
ROSE-1000M3,R5,magus_magus-iter2,2,85.5300
ROSE-1000M3,R5,magus_magus-iter2guide,2,33.2300
ROSE-1000M3,R5,magus_magus-iter3,3,79.1900
ROSE-1000M3,R5,magus_magus-iter3guide,3,33.0900
ROSE-1000M3,R5,magus_magus-iter4,4,80.5800
ROSE-1000M3,R6,magus_clustalo-iter0initi,0,4.6100
ROSE-1000M3,R6,magus_clustalo-iter1,1,275.0300
ROSE-1000M3,R6,magus_clustalo-iter1guide,1,35.3400
ROSE-1000M3,R6,magus_clustalo-iter2,2,278.2200
ROSE-1000M3,R6,magus_clustalo-iter2guide,2,32.5600
ROSE-1000M3,R6,magus_clustalo-iter3,3,247.1000
ROSE-1000M3,R6,magus_clustalo-iter3guide,3,32.6900
ROSE-1000M3,R6,magus_clustalo-iter4,4,255.1300
ROSE-1000M3,R6,magus_default-iter0initi,0,119.5900
ROSE-1000M3,R6,magus_default-iter1,1,324.6200
ROSE-1000M3,R6,magus_magus-iter0initi,0,90.9400
ROSE-1000M3,R6,magus_magus-iter1,1,97.4500
ROSE-1000M3,R6,magus_magus-iter1guide,1,34.0100
ROSE-1000M3,R6,magus_magus-iter2,2,84.7000
ROSE-1000M3,R6,magus_magus-iter2guide,2,34.0600
ROSE-1000M3,R6,magus_magus-iter3,3,94.4000
ROSE-1000M3,R6,magus_magus-iter3guide,3,34.0300
ROSE-1000M3,R6,magus_magus-iter4,4,81.0000
ROSE-1000M3,R7,magus_clustalo-iter0initi,0,4.9100
ROSE-1000M3,R7,magus_clustalo-iter1,1,299.1000
ROSE-1000M3,R7,magus_clustalo-iter1guide,1,39.5700
ROSE-1000M3,R7,magus_clustalo-iter2,2,303.8800
ROSE-1000M3,R7,magus_clustalo-iter2guide,2,36.9100
ROSE-1000M3,R7,magus_clustalo-iter3,3,310.5800
ROSE-1000M3,R7,magus_clustalo-iter3guide,3,36.8300
ROSE-1000M3,R7,magus_clustalo-iter4,4,290.3400
ROSE-1000M3,R7,magus_default-iter0initi,0,157.6400
ROSE-1000M3,R7,magus_default-iter1,1,366.7300
ROSE-1000M3,R7,magus_magus-iter0initi,0,102.0100
ROSE-1000M3,R7,magus_magus-iter1,1,93.2500
ROSE-1000M3,R7,magus_magus-iter1guide,1,35.3400
ROSE-1000M3,R7,magus_magus-iter2,2,91.6500
ROSE-1000M3,R7,magus_magus-iter2guide,2,34.8700
ROSE-1000M3,R7,magus_magus-iter3,3,98.1800
ROSE-1000M3,R7,magus_magus-iter3guide,3,35.1600
ROSE-1000M3,R7,magus_magus-iter4,4,93.8600
ROSE-1000M3,R8,magus_clustalo-iter0initi,0,5.1400
ROSE-1000M3,R8,magus_clustalo-iter1,1,264.0400
ROSE-1000M3,R8,magus_clustalo-iter1guide,1,34.2500
ROSE-1000M3,R8,magus_clustalo-iter2,2,248.9400
ROSE-1000M3,R8,magus_clustalo-iter2guide,2,31.5000
ROSE-1000M3,R8,magus_clustalo-iter3,3,255.2800
ROSE-1000M3,R8,magus_clustalo-iter3guide,3,31.2100
ROSE-1000M3,R8,magus_clustalo-iter4,4,266.7000
ROSE-1000M3,R8,magus_default-iter0initi,0,110.3800
ROSE-1000M3,R8,magus_default-iter1,1,195.7900
ROSE-1000M3,R8,magus_magus-iter0initi,0,90.5000
ROSE-1000M3,R8,magus_magus-iter1,1,85.0800
ROSE-1000M3,R8,magus_magus-iter1guide,1,31.3300
ROSE-1000M3,R8,magus_magus-iter2,2,87.8400
ROSE-1000M3,R8,magus_magus-iter2guide,2,31.3100
ROSE-1000M3,R8,magus_magus-iter3,3,85.4200
ROSE-1000M3,R8,magus_magus-iter3guide,3,31.5200
ROSE-1000M3,R8,magus_magus-iter4,4,83.2200
ROSE-1000M3,R9,magus_clustalo-iter0initi,0,3.9100
ROSE-1000M3,R9,magus_clustalo-iter1,1,195.0000
ROSE-1000M3,R9,magus_clustalo-iter1guide,1,24.1900
ROSE-1000M3,R9,magus_clustalo-iter2,2,190.4100
ROSE-1000M3,R9,magus_clustalo-iter2guide,2,22.5400
ROSE-1000M3,R9,magus_clustalo-iter3,3,168.0000
ROSE-1000M3,R9,magus_clustalo-iter3guide,3,23.0700
ROSE-1000M3,R9,magus_clustalo-iter4,4,187.5500
ROSE-1000M3,R9,magus_default-iter0initi,0,105.8300
ROSE-1000M3,R9,magus_default-iter1,1,219.1300
ROSE-1000M3,R9,magus_magus-iter0initi,0,82.6900
ROSE-1000M3,R9,magus_magus-iter1,1,86.2800
ROSE-1000M3,R9,magus_magus-iter1guide,1,34.2300
ROSE-1000M3,R9,magus_magus-iter2,2,90.9900
ROSE-1000M3,R9,magus_magus-iter2guide,2,34.5700
ROSE-1000M3,R9,magus_magus-iter3,3,87.7100
ROSE-1000M3,R9,magus_magus-iter3guide,3,35.0900
ROSE-1000M3,R9,magus_magus-iter4,4,92.4800
