Dataset,Replicate,Method,Iteration,Runtime
ROSE-1000L1,R1,magus_magus-iter2guide,2,40.0200
ROSE-1000L1,R1,magus_magus-iter3,3,121.0800
ROSE-1000L1,R1,magus_magus-iter3guide,3,39.5800
ROSE-1000L1,R1,magus_magus-iter4,4,130.7300
ROSE-1000L1,R2,magus_clustalo-iter0initi,0,5.7400
ROSE-1000L1,R2,magus_clustalo-iter1,1,401.7400
ROSE-1000L1,R2,magus_clustalo-iter1guide,1,62.1600
ROSE-1000L1,R2,magus_clustalo-iter2,2,356.5000
ROSE-1000L1,R2,magus_clustalo-iter2guide,2,46.1000
ROSE-1000L1,R2,magus_clustalo-iter3,3,367.5300
ROSE-1000L1,R2,magus_clustalo-iter3guide,3,43.9600
ROSE-1000L1,R2,magus_clustalo-iter4,4,367.5500
ROSE-1000L1,R2,magus_default-iter0initi,0,141.9100
ROSE-1000L1,R2,magus_default-iter1,1,329.5600
ROSE-1000L1,R2,magus_magus-iter0initi,0,114.9400
ROSE-1000L1,R2,magus_magus-iter1,1,146.8700
ROSE-1000L1,R2,magus_magus-iter1guide,1,42.7300
ROSE-1000L1,R2,magus_magus-iter2,2,135.7400
ROSE-1000L1,R2,magus_magus-iter2guide,2,42.4800
ROSE-1000L1,R2,magus_magus-iter3,3,115.5000
ROSE-1000L1,R2,magus_magus-iter3guide,3,42.7600
ROSE-1000L1,R2,magus_magus-iter4,4,134.7700
ROSE-1000L1,R3,magus_clustalo-iter0initi,0,5.0400
ROSE-1000L1,R3,magus_clustalo-iter1,1,334.8500
ROSE-1000L1,R3,magus_clustalo-iter1guide,1,43.0600
ROSE-1000L1,R3,magus_clustalo-iter2,2,283.5000
ROSE-1000L1,R3,magus_clustalo-iter2guide,2,31.7100
ROSE-1000L1,R3,magus_clustalo-iter3,3,269.2900
ROSE-1000L1,R3,magus_clustalo-iter3guide,3,29.2100
ROSE-1000L1,R3,magus_clustalo-iter4,4,284.7100
ROSE-1000L1,R3,magus_default-iter0initi,0,175.5200
ROSE-1000L1,R3,magus_default-iter1,1,387.9700
ROSE-1000L1,R3,magus_magus-iter0initi,0,166.3400
ROSE-1000L1,R3,magus_magus-iter1,1,160.4500
ROSE-1000L1,R3,magus_magus-iter1guide,1,45.7700
ROSE-1000L1,R3,magus_magus-iter2,2,160.1300
ROSE-1000L1,R3,magus_magus-iter2guide,2,45.2400
ROSE-1000L1,R3,magus_magus-iter3,3,155.1100
ROSE-1000L1,R3,magus_magus-iter3guide,3,45.3900
ROSE-1000L1,R3,magus_magus-iter4,4,143.8500
ROSE-1000L1,R4,magus_clustalo-iter0initi,0,5.7200
ROSE-1000L1,R4,magus_clustalo-iter1,1,358.7100
ROSE-1000L1,R4,magus_clustalo-iter1guide,1,53.5000
ROSE-1000L1,R4,magus_clustalo-iter2,2,328.6000
ROSE-1000L1,R4,magus_clustalo-iter2guide,2,40.0400
ROSE-1000L1,R4,magus_clustalo-iter3,3,332.5400
ROSE-1000L1,R4,magus_clustalo-iter3guide,3,40.1400
ROSE-1000L1,R4,magus_clustalo-iter4,4,328.6700
ROSE-1000L1,R4,magus_default-iter0initi,0,124.6900
ROSE-1000L1,R4,magus_default-iter1,1,313.1100
ROSE-1000L1,R4,magus_magus-iter0initi,0,137.4900
ROSE-1000L1,R4,magus_magus-iter1,1,136.4300
ROSE-1000L1,R4,magus_magus-iter1guide,1,40.3900
ROSE-1000L1,R4,magus_magus-iter2,2,130.1200
ROSE-1000L1,R4,magus_magus-iter2guide,2,40.3100
ROSE-1000L1,R4,magus_magus-iter3,3,123.5000
ROSE-1000L1,R4,magus_magus-iter3guide,3,39.9800
ROSE-1000L1,R4,magus_magus-iter4,4,119.6900
ROSE-1000L1,R5,magus_clustalo-iter0initi,0,5.6300
ROSE-1000L1,R5,magus_clustalo-iter1,1,289.7300
ROSE-1000L1,R5,magus_clustalo-iter1guide,1,41.5100
ROSE-1000L1,R5,magus_clustalo-iter2,2,286.7800
ROSE-1000L1,R5,magus_clustalo-iter2guide,2,30.9400
ROSE-1000L1,R5,magus_clustalo-iter3,3,269.2600
ROSE-1000L1,R5,magus_clustalo-iter3guide,3,29.9000
ROSE-1000L1,R5,magus_clustalo-iter4,4,269.5300
ROSE-1000L1,R5,magus_default-iter0initi,0,134.7700
ROSE-1000L1,R5,magus_default-iter1,1,395.0600
ROSE-1000L1,R5,magus_magus-iter0initi,0,99.0500
ROSE-1000L1,R5,magus_magus-iter1,1,109.2900
ROSE-1000L1,R5,magus_magus-iter1guide,1,36.7400
ROSE-1000L1,R5,magus_magus-iter2,2,123.4400
ROSE-1000L1,R5,magus_magus-iter2guide,2,36.4800
ROSE-1000L1,R5,magus_magus-iter3,3,145.8200
ROSE-1000L1,R5,magus_magus-iter3guide,3,36.2800
ROSE-1000L1,R5,magus_magus-iter4,4,116.9800
ROSE-1000L1,R6,magus_clustalo-iter0initi,0,6.2000
ROSE-1000L1,R6,magus_clustalo-iter1,1,518.4500
ROSE-1000L1,R6,magus_clustalo-iter1guide,1,60.1500
ROSE-1000L1,R6,magus_clustalo-iter2,2,515.9400
ROSE-1000L1,R6,magus_clustalo-iter2guide,2,45.1200
ROSE-1000L1,R6,magus_clustalo-iter3,3,492.3200
ROSE-1000L1,R6,magus_clustalo-iter3guide,3,43.4100
ROSE-1000L1,R6,magus_clustalo-iter4,4,538.0300
ROSE-1000L1,R6,magus_default-iter0initi,0,124.0100
ROSE-1000L1,R6,magus_default-iter1,1,238.0500
ROSE-1000L1,R6,magus_magus-iter0initi,0,107.9800
ROSE-1000L1,R6,magus_magus-iter1,1,134.1600
ROSE-1000L1,R6,magus_magus-iter1guide,1,39.5900
ROSE-1000L1,R6,magus_magus-iter2,2,121.0900
ROSE-1000L1,R6,magus_magus-iter2guide,2,39.2600
ROSE-1000L1,R6,magus_magus-iter3,3,143.5400
ROSE-1000L1,R6,magus_magus-iter3guide,3,39.0500
ROSE-1000L1,R6,magus_magus-iter4,4,117.9900
ROSE-1000L1,R7,magus_clustalo-iter0initi,0,5.2800
ROSE-1000L1,R7,magus_clustalo-iter1,1,360.1800
ROSE-1000L1,R7,magus_clustalo-iter1guide,1,42.5600
ROSE-1000L1,R7,magus_clustalo-iter2,2,364.8700
ROSE-1000L1,R7,magus_clustalo-iter2guide,2,34.6200
ROSE-1000L1,R7,magus_clustalo-iter3,3,374.5800
ROSE-1000L1,R7,magus_clustalo-iter3guide,3,34.7700
ROSE-1000L1,R7,magus_clustalo-iter4,4,347.0100
ROSE-1000L1,R7,magus_default-iter0initi,0,134.4200
ROSE-1000L1,R7,magus_default-iter1,1,274.6900
ROSE-1000L1,R7,magus_magus-iter0initi,0,111.4900
ROSE-1000L1,R7,magus_magus-iter1,1,120.0900
ROSE-1000L1,R7,magus_magus-iter1guide,1,39.8600
ROSE-1000L1,R7,magus_magus-iter2,2,115.4200
ROSE-1000L1,R7,magus_magus-iter2guide,2,40.4700
ROSE-1000L1,R7,magus_magus-iter3,3,104.2200
ROSE-1000L1,R7,magus_magus-iter3guide,3,40.5800
ROSE-1000L1,R7,magus_magus-iter4,4,112.2000
ROSE-1000L1,R8,magus_clustalo-iter0initi,0,6.1800
ROSE-1000L1,R8,magus_clustalo-iter1,1,642.8400
ROSE-1000L1,R8,magus_clustalo-iter1guide,1,74.9300
ROSE-1000L1,R8,magus_clustalo-iter2,2,545.0200
ROSE-1000L1,R8,magus_clustalo-iter2guide,2,49.8100
ROSE-1000L1,R8,magus_clustalo-iter3,3,593.7300
ROSE-1000L1,R8,magus_clustalo-iter3guide,3,49.6800
ROSE-1000L1,R8,magus_clustalo-iter4,4,557.3200
ROSE-1000L1,R8,magus_default-iter0initi,0,160.2800
ROSE-1000L1,R8,magus_default-iter1,1,405.5800
ROSE-1000L1,R8,magus_magus-iter0initi,0,137.0200
ROSE-1000L1,R8,magus_magus-iter1,1,135.6600
ROSE-1000L1,R8,magus_magus-iter1guide,1,43.7200
ROSE-1000L1,R8,magus_magus-iter2,2,166.0300
ROSE-1000L1,R8,magus_magus-iter2guide,2,43.5800
ROSE-1000L1,R8,magus_magus-iter3,3,136.7400
ROSE-1000L1,R8,magus_magus-iter3guide,3,43.6900
ROSE-1000L1,R8,magus_magus-iter4,4,144.6600
ROSE-1000L1,R9,magus_clustalo-iter0initi,0,4.1700
ROSE-1000L1,R9,magus_clustalo-iter1,1,268.2400
ROSE-1000L1,R9,magus_clustalo-iter1guide,1,34.8300
ROSE-1000L1,R9,magus_clustalo-iter2,2,242.7400
ROSE-1000L1,R9,magus_clustalo-iter2guide,2,26.3000
ROSE-1000L1,R9,magus_clustalo-iter3,3,258.4600
ROSE-1000L1,R9,magus_clustalo-iter3guide,3,25.9100
ROSE-1000L1,R9,magus_clustalo-iter4,4,230.1700
ROSE-1000L1,R9,magus_default-iter0initi,0,119.8400
ROSE-1000L1,R9,magus_default-iter1,1,212.5300
ROSE-1000L1,R9,magus_magus-iter0initi,0,147.9200
ROSE-1000L1,R9,magus_magus-iter1,1,132.8200
ROSE-1000L1,R9,magus_magus-iter1guide,1,41.2900
ROSE-1000L1,R9,magus_magus-iter2,2,137.5900
ROSE-1000L1,R9,magus_magus-iter2guide,2,41.3200
ROSE-1000L1,R9,magus_magus-iter3,3,117.3300
ROSE-1000L1,R9,magus_magus-iter3guide,3,41.2400
ROSE-1000L1,R9,magus_magus-iter4,4,119.8400
ROSE-1000L2,R0,magus_clustalo-iter0initi,0,6.1800
ROSE-1000L2,R0,magus_clustalo-iter1,1,564.6400
ROSE-1000L2,R0,magus_clustalo-iter1guide,1,59.8600
ROSE-1000L2,R0,magus_clustalo-iter2,2,496.2200
ROSE-1000L2,R0,magus_clustalo-iter2guide,2,37.4600
ROSE-1000L2,R0,magus_clustalo-iter3,3,496.5200
ROSE-1000L2,R0,magus_clustalo-iter3guide,3,36.3300
ROSE-1000L2,R0,magus_clustalo-iter4,4,498.8700
ROSE-1000L2,R0,magus_default-iter0initi,0,151.5500
ROSE-1000L2,R0,magus_default-iter1,1,430.3400
ROSE-1000L2,R0,magus_magus-iter0initi,0,105.9000
ROSE-1000L2,R0,magus_magus-iter1,1,120.5300
ROSE-1000L2,R0,magus_magus-iter1guide,1,33.6800
ROSE-1000L2,R0,magus_magus-iter2,2,127.1800
ROSE-1000L2,R0,magus_magus-iter2guide,2,32.3000
ROSE-1000L2,R0,magus_magus-iter3,3,139.7300
ROSE-1000L2,R0,magus_magus-iter3guide,3,33.0100
ROSE-1000L2,R0,magus_magus-iter4,4,128.5200
ROSE-1000L2,R1,magus_clustalo-iter0initi,0,5.1800
ROSE-1000L2,R1,magus_clustalo-iter1,1,277.4500
ROSE-1000L2,R1,magus_clustalo-iter1guide,1,28.8100
ROSE-1000L2,R1,magus_clustalo-iter2,2,284.9700
ROSE-1000L2,R1,magus_clustalo-iter2guide,2,24.9200
ROSE-1000L2,R1,magus_clustalo-iter3,3,262.8100
ROSE-1000L2,R1,magus_clustalo-iter3guide,3,24.4600
ROSE-1000L2,R1,magus_clustalo-iter4,4,269.2400
ROSE-1000L2,R1,magus_default-iter0initi,0,129.1300
ROSE-1000L2,R1,magus_default-iter1,1,249.4800
ROSE-1000L2,R1,magus_magus-iter0initi,0,103.2300
ROSE-1000L2,R1,magus_magus-iter1,1,111.0900
ROSE-1000L2,R1,magus_magus-iter1guide,1,30.0100
ROSE-1000L2,R1,magus_magus-iter2,2,124.7700
ROSE-1000L2,R1,magus_magus-iter2guide,2,29.8900
ROSE-1000L2,R1,magus_magus-iter3,3,113.6900
ROSE-1000L2,R1,magus_magus-iter3guide,3,29.6900
ROSE-1000L2,R1,magus_magus-iter4,4,107.0100
ROSE-1000L2,R2,magus_clustalo-iter0initi,0,6.0800
ROSE-1000L2,R2,magus_clustalo-iter1,1,619.8600
ROSE-1000L2,R2,magus_clustalo-iter1guide,1,64.5700
ROSE-1000L2,R2,magus_clustalo-iter2,2,480.9000
ROSE-1000L2,R2,magus_clustalo-iter2guide,2,36.7300
ROSE-1000L2,R2,magus_clustalo-iter3,3,478.5300
ROSE-1000L2,R2,magus_clustalo-iter3guide,3,33.6500
ROSE-1000L2,R2,magus_clustalo-iter4,4,409.9300
ROSE-1000L2,R2,magus_default-iter0initi,0,230.9400
ROSE-1000L2,R2,magus_default-iter1,1,565.4100
ROSE-1000L2,R2,magus_magus-iter0initi,0,129.8400
ROSE-1000L2,R2,magus_magus-iter1,1,174.6500
ROSE-1000L2,R2,magus_magus-iter1guide,1,32.9300
ROSE-1000L2,R2,magus_magus-iter2,2,157.8800
ROSE-1000L2,R2,magus_magus-iter2guide,2,32.2600
ROSE-1000L2,R2,magus_magus-iter3,3,166.1300
ROSE-1000L2,R2,magus_magus-iter3guide,3,32.1100
ROSE-1000L2,R2,magus_magus-iter4,4,151.1400
ROSE-1000L2,R3,magus_clustalo-iter0initi,0,5.6500
ROSE-1000L2,R3,magus_clustalo-iter1,1,356.3600
ROSE-1000L2,R3,magus_clustalo-iter1guide,1,30.9300
ROSE-1000L2,R3,magus_clustalo-iter2,2,336.4900
ROSE-1000L2,R3,magus_clustalo-iter2guide,2,23.1300
ROSE-1000L2,R3,magus_clustalo-iter3,3,328.5200
ROSE-1000L2,R3,magus_clustalo-iter3guide,3,22.9000
ROSE-1000L2,R3,magus_clustalo-iter4,4,351.0800
ROSE-1000L2,R3,magus_default-iter0initi,0,163.8800
ROSE-1000L2,R3,magus_default-iter1,1,309.2300
ROSE-1000L2,R3,magus_magus-iter0initi,0,110.9300
ROSE-1000L2,R3,magus_magus-iter1,1,113.2000
ROSE-1000L2,R3,magus_magus-iter1guide,1,27.2100
ROSE-1000L2,R3,magus_magus-iter2,2,122.5400
ROSE-1000L2,R3,magus_magus-iter2guide,2,28.2500
ROSE-1000L2,R3,magus_magus-iter3,3,110.2200
ROSE-1000L2,R3,magus_magus-iter3guide,3,27.5000
ROSE-1000L2,R3,magus_magus-iter4,4,109.9900
ROSE-1000L2,R4,magus_clustalo-iter0initi,0,5.8400
ROSE-1000L2,R4,magus_clustalo-iter1,1,420.7300
ROSE-1000L2,R4,magus_clustalo-iter1guide,1,40.3400
ROSE-1000L2,R4,magus_clustalo-iter2,2,390.9500
ROSE-1000L2,R4,magus_clustalo-iter2guide,2,27.1100
ROSE-1000L2,R4,magus_clustalo-iter3,3,429.8500
ROSE-1000L2,R4,magus_clustalo-iter3guide,3,26.4400
ROSE-1000L2,R4,magus_clustalo-iter4,4,399.1800
ROSE-1000L2,R4,magus_default-iter0initi,0,119.2600
ROSE-1000L2,R4,magus_default-iter1,1,293.4000
ROSE-1000L2,R4,magus_magus-iter0initi,0,143.6900
ROSE-1000L2,R4,magus_magus-iter1,1,121.0700
ROSE-1000L2,R4,magus_magus-iter1guide,1,31.8800
ROSE-1000L2,R4,magus_magus-iter2,2,128.3800
ROSE-1000L2,R4,magus_magus-iter2guide,2,31.6500
ROSE-1000L2,R4,magus_magus-iter3,3,134.4700
ROSE-1000L2,R4,magus_magus-iter3guide,3,32.1400
ROSE-1000L2,R4,magus_magus-iter4,4,124.0300
ROSE-1000L2,R5,magus_clustalo-iter0initi,0,4.4000
ROSE-1000L2,R5,magus_clustalo-iter1,1,247.0000
ROSE-1000L2,R5,magus_clustalo-iter1guide,1,24.0000
ROSE-1000L2,R5,magus_clustalo-iter2,2,239.1300
ROSE-1000L2,R5,magus_clustalo-iter2guide,2,18.8300
ROSE-1000L2,R5,magus_clustalo-iter3,3,238.2400
ROSE-1000L2,R5,magus_clustalo-iter3guide,3,18.8900
ROSE-1000L2,R5,magus_clustalo-iter4,4,238.6700
ROSE-1000L2,R5,magus_default-iter0initi,0,149.9400
ROSE-1000L2,R5,magus_default-iter1,1,290.6800
ROSE-1000L2,R5,magus_magus-iter0initi,0,145.2400
ROSE-1000L2,R5,magus_magus-iter1,1,361.4900
ROSE-1000L2,R5,magus_magus-iter1guide,1,31.2100
ROSE-1000L2,R5,magus_magus-iter2,2,378.2600
ROSE-1000L2,R5,magus_magus-iter2guide,2,31.6300
ROSE-1000L2,R5,magus_magus-iter3,3,361.8400
ROSE-1000L2,R5,magus_magus-iter3guide,3,31.2600
ROSE-1000L2,R5,magus_magus-iter4,4,375.6200
ROSE-1000L2,R6,magus_clustalo-iter0initi,0,5.4500
ROSE-1000L2,R6,magus_clustalo-iter1,1,285.6600
ROSE-1000L2,R6,magus_clustalo-iter1guide,1,31.0400
ROSE-1000L2,R6,magus_clustalo-iter2,2,320.0600
ROSE-1000L2,R6,magus_clustalo-iter2guide,2,26.5200
ROSE-1000L2,R6,magus_clustalo-iter3,3,287.3000
ROSE-1000L2,R6,magus_clustalo-iter3guide,3,26.7500
ROSE-1000L2,R6,magus_clustalo-iter4,4,281.0800
ROSE-1000L2,R6,magus_default-iter0initi,0,125.8700
ROSE-1000L2,R6,magus_default-iter1,1,246.6000
ROSE-1000L2,R6,magus_magus-iter0initi,0,129.6700
ROSE-1000L2,R6,magus_magus-iter1,1,121.2500
ROSE-1000L2,R6,magus_magus-iter1guide,1,26.5300
ROSE-1000L2,R6,magus_magus-iter2,2,102.2200
ROSE-1000L2,R6,magus_magus-iter2guide,2,26.9100
ROSE-1000L2,R6,magus_magus-iter3,3,99.5600
ROSE-1000L2,R6,magus_magus-iter3guide,3,26.9600
ROSE-1000L2,R6,magus_magus-iter4,4,105.4500
ROSE-1000L2,R7,magus_clustalo-iter0initi,0,5.1300
ROSE-1000L2,R7,magus_clustalo-iter1,1,295.5800
ROSE-1000L2,R7,magus_clustalo-iter1guide,1,35.9100
ROSE-1000L2,R7,magus_clustalo-iter2,2,297.8200
ROSE-1000L2,R7,magus_clustalo-iter2guide,2,27.2200
ROSE-1000L2,R7,magus_clustalo-iter3,3,293.0200
ROSE-1000L2,R7,magus_clustalo-iter3guide,3,27.1900
ROSE-1000L2,R7,magus_clustalo-iter4,4,291.0300
ROSE-1000L2,R7,magus_default-iter0initi,0,117.2000
ROSE-1000L2,R7,magus_default-iter1,1,336.2300
ROSE-1000L2,R7,magus_magus-iter0initi,0,85.8600
ROSE-1000L2,R7,magus_magus-iter1,1,116.1600
ROSE-1000L2,R7,magus_magus-iter1guide,1,26.1700
ROSE-1000L2,R7,magus_magus-iter2,2,92.0500
ROSE-1000L2,R7,magus_magus-iter2guide,2,26.1700
ROSE-1000L2,R7,magus_magus-iter3,3,98.2700
ROSE-1000L2,R7,magus_magus-iter3guide,3,26.2400
ROSE-1000L2,R7,magus_magus-iter4,4,101.7300
ROSE-1000L2,R8,magus_clustalo-iter0initi,0,5.1000
ROSE-1000L2,R8,magus_clustalo-iter1,1,275.4200
ROSE-1000L2,R8,magus_clustalo-iter1guide,1,33.8000
ROSE-1000L2,R8,magus_clustalo-iter2,2,287.4900
ROSE-1000L2,R8,magus_clustalo-iter2guide,2,29.0900
ROSE-1000L2,R8,magus_clustalo-iter3,3,309.7300
ROSE-1000L2,R8,magus_clustalo-iter3guide,3,28.9800
ROSE-1000L2,R8,magus_clustalo-iter4,4,280.4000
ROSE-1000L2,R8,magus_default-iter0initi,0,137.5700
ROSE-1000L2,R8,magus_default-iter1,1,381.6600
ROSE-1000L2,R8,magus_magus-iter0initi,0,102.8400
ROSE-1000L2,R8,magus_magus-iter1,1,108.9300
ROSE-1000L2,R8,magus_magus-iter1guide,1,27.5800
ROSE-1000L2,R8,magus_magus-iter2,2,103.5000
ROSE-1000L2,R8,magus_magus-iter2guide,2,27.3600
ROSE-1000L2,R8,magus_magus-iter3,3,100.6400
ROSE-1000L2,R8,magus_magus-iter3guide,3,27.5300
ROSE-1000L2,R8,magus_magus-iter4,4,101.9200
ROSE-1000L2,R9,magus_clustalo-iter0initi,0,5.8800
ROSE-1000L2,R9,magus_clustalo-iter1,1,445.6200
ROSE-1000L2,R9,magus_clustalo-iter1guide,1,41.5900
ROSE-1000L2,R9,magus_clustalo-iter2,2,431.6100
ROSE-1000L2,R9,magus_clustalo-iter2guide,2,31.0500
ROSE-1000L2,R9,magus_clustalo-iter3,3,399.9900
ROSE-1000L2,R9,magus_clustalo-iter3guide,3,31.0900
ROSE-1000L2,R9,magus_clustalo-iter4,4,467.3300
ROSE-1000L2,R9,magus_default-iter0initi,0,131.9800
ROSE-1000L2,R9,magus_default-iter1,1,228.8100
ROSE-1000L2,R9,magus_magus-iter0initi,0,99.0300
ROSE-1000L2,R9,magus_magus-iter1,1,102.6700
ROSE-1000L2,R9,magus_magus-iter1guide,1,29.1100
ROSE-1000L2,R9,magus_magus-iter2,2,114.6900
ROSE-1000L2,R9,magus_magus-iter2guide,2,28.9300
ROSE-1000L2,R9,magus_magus-iter3,3,103.6100
ROSE-1000L2,R9,magus_magus-iter3guide,3,29.1500
ROSE-1000L2,R9,magus_magus-iter4,4,99.0100
ROSE-1000L3,R0,magus_clustalo-iter0initi,0,6.0800
ROSE-1000L3,R0,magus_clustalo-iter1,1,661.9700
ROSE-1000L3,R0,magus_clustalo-iter1guide,1,95.6600
ROSE-1000L3,R0,magus_clustalo-iter2,2,546.7200
ROSE-1000L3,R0,magus_clustalo-iter2guide,2,73.9300
ROSE-1000L3,R0,magus_clustalo-iter3,3,563.7700
ROSE-1000L3,R0,magus_clustalo-iter3guide,3,73.1800
ROSE-1000L3,R0,magus_clustalo-iter4,4,586.1900
ROSE-1000L3,R0,magus_default-iter0initi,0,252.2500
ROSE-1000L3,R0,magus_default-iter1,1,403.6000
ROSE-1000L3,R0,magus_magus-iter0initi,0,148.8700
ROSE-1000L3,R0,magus_magus-iter1,1,144.6300
ROSE-1000L3,R0,magus_magus-iter1guide,1,64.9500
ROSE-1000L3,R0,magus_magus-iter2,2,148.1700
ROSE-1000L3,R0,magus_magus-iter2guide,2,64.6100
ROSE-1000L3,R0,magus_magus-iter3,3,130.5600
ROSE-1000L3,R0,magus_magus-iter3guide,3,64.9600
ROSE-1000L3,R0,magus_magus-iter4,4,160.8500
ROSE-1000L3,R1,magus_clustalo-iter0initi,0,5.9400
ROSE-1000L3,R1,magus_clustalo-iter1,1,397.6700
ROSE-1000L3,R1,magus_clustalo-iter1guide,1,74.6400
ROSE-1000L3,R1,magus_clustalo-iter2,2,388.2100
ROSE-1000L3,R1,magus_clustalo-iter2guide,2,63.3500
ROSE-1000L3,R1,magus_clustalo-iter3,3,377.5800
ROSE-1000L3,R1,magus_clustalo-iter3guide,3,63.3700
ROSE-1000L3,R1,magus_clustalo-iter4,4,404.8300
ROSE-1000L3,R1,magus_default-iter0initi,0,215.8900
ROSE-1000L3,R1,magus_default-iter1,1,507.3300
ROSE-1000L3,R1,magus_magus-iter0initi,0,145.6900
ROSE-1000L3,R1,magus_magus-iter1,1,141.1200
ROSE-1000L3,R1,magus_magus-iter1guide,1,61.8300
ROSE-1000L3,R1,magus_magus-iter2,2,138.4700
ROSE-1000L3,R1,magus_magus-iter2guide,2,60.8600
ROSE-1000L3,R1,magus_magus-iter3,3,132.1400
ROSE-1000L3,R1,magus_magus-iter3guide,3,60.7500
ROSE-1000L3,R1,magus_magus-iter4,4,137.8300
ROSE-1000L3,R2,magus_clustalo-iter0initi,0,5.6500
ROSE-1000L3,R2,magus_clustalo-iter1,1,429.4900
ROSE-1000L3,R2,magus_clustalo-iter1guide,1,93.1200
ROSE-1000L3,R2,magus_clustalo-iter2,2,409.7600
ROSE-1000L3,R2,magus_clustalo-iter2guide,2,74.1500
ROSE-1000L3,R2,magus_clustalo-iter3,3,413.7300
ROSE-1000L3,R2,magus_clustalo-iter3guide,3,76.3100
ROSE-1000L3,R2,magus_clustalo-iter4,4,430.0700
ROSE-1000L3,R2,magus_default-iter0initi,0,221.3800
ROSE-1000L3,R2,magus_default-iter1,1,421.9700
ROSE-1000L3,R2,magus_magus-iter0initi,0,142.1200
ROSE-1000L3,R2,magus_magus-iter1,1,152.7800
ROSE-1000L3,R2,magus_magus-iter1guide,1,68.4200
ROSE-1000L3,R2,magus_magus-iter2,2,180.8800
ROSE-1000L3,R2,magus_magus-iter2guide,2,67.9900
ROSE-1000L3,R2,magus_magus-iter3,3,161.4200
ROSE-1000L3,R2,magus_magus-iter3guide,3,68.6300
ROSE-1000L3,R2,magus_magus-iter4,4,141.0600
ROSE-1000L3,R3,magus_clustalo-iter0initi,0,5.6800
ROSE-1000L3,R3,magus_clustalo-iter1,1,480.2400
ROSE-1000L3,R3,magus_clustalo-iter1guide,1,58.1900
ROSE-1000L3,R3,magus_clustalo-iter2,2,418.4900
ROSE-1000L3,R3,magus_clustalo-iter2guide,2,51.1800
ROSE-1000L3,R3,magus_clustalo-iter3,3,394.7600
ROSE-1000L3,R3,magus_clustalo-iter3guide,3,49.9200
ROSE-1000L3,R3,magus_clustalo-iter4,4,375.5800
ROSE-1000L3,R3,magus_default-iter0initi,0,194.8500
ROSE-1000L3,R3,magus_default-iter1,1,505.2300
ROSE-1000L3,R3,magus_magus-iter0initi,0,180.1100
ROSE-1000L3,R3,magus_magus-iter1,1,136.8100
ROSE-1000L3,R3,magus_magus-iter1guide,1,59.3300
ROSE-1000L3,R3,magus_magus-iter2,2,120.6700
ROSE-1000L3,R3,magus_magus-iter2guide,2,58.3600
ROSE-1000L3,R3,magus_magus-iter3,3,113.7000
ROSE-1000L3,R3,magus_magus-iter3guide,3,59.2700
ROSE-1000L3,R3,magus_magus-iter4,4,132.8100
ROSE-1000L3,R4,magus_clustalo-iter0initi,0,5.1000
ROSE-1000L3,R4,magus_clustalo-iter1,1,368.1000
ROSE-1000L3,R4,magus_clustalo-iter1guide,1,58.5400
ROSE-1000L3,R4,magus_clustalo-iter2,2,317.9500
ROSE-1000L3,R4,magus_clustalo-iter2guide,2,48.6900
ROSE-1000L3,R4,magus_clustalo-iter3,3,316.6100
ROSE-1000L3,R4,magus_clustalo-iter3guide,3,49.0700
ROSE-1000L3,R4,magus_clustalo-iter4,4,304.6000
ROSE-1000L3,R4,magus_default-iter0initi,0,237.7200
ROSE-1000L3,R4,magus_default-iter1,1,569.9800
ROSE-1000L3,R4,magus_magus-iter0initi,0,137.6100
ROSE-1000L3,R4,magus_magus-iter1,1,146.5300
ROSE-1000L3,R4,magus_magus-iter1guide,1,72.3400
ROSE-1000L3,R4,magus_magus-iter2,2,162.8700
ROSE-1000L3,R4,magus_magus-iter2guide,2,72.6700
ROSE-1000L3,R4,magus_magus-iter3,3,182.0800
ROSE-1000L3,R4,magus_magus-iter3guide,3,71.9500
ROSE-1000L3,R4,magus_magus-iter4,4,160.3200
ROSE-1000L3,R5,magus_clustalo-iter0initi,0,6.3500
ROSE-1000L3,R5,magus_clustalo-iter1,1,669.8300
ROSE-1000L3,R5,magus_clustalo-iter1guide,1,91.7600
ROSE-1000L3,R5,magus_clustalo-iter2,2,558.3100
ROSE-1000L3,R5,magus_clustalo-iter2guide,2,72.2000
ROSE-1000L3,R5,magus_clustalo-iter3,3,561.3200
ROSE-1000L3,R5,magus_clustalo-iter3guide,3,70.2400
ROSE-1000L3,R5,magus_clustalo-iter4,4,511.7300
ROSE-1000L3,R5,magus_default-iter0initi,0,192.0000
ROSE-1000L3,R5,magus_default-iter1,1,443.2100
ROSE-1000L3,R5,magus_magus-iter0initi,0,229.0500
ROSE-1000L3,R5,magus_magus-iter1,1,179.5100
ROSE-1000L3,R5,magus_magus-iter1guide,1,69.0800
ROSE-1000L3,R5,magus_magus-iter2,2,164.8300
ROSE-1000L3,R5,magus_magus-iter2guide,2,69.6900
ROSE-1000L3,R5,magus_magus-iter3,3,179.7200
ROSE-1000L3,R5,magus_magus-iter3guide,3,69.5900
ROSE-1000L3,R5,magus_magus-iter4,4,201.0800
ROSE-1000L3,R6,magus_clustalo-iter0initi,0,4.5600
ROSE-1000L3,R6,magus_clustalo-iter1,1,330.2400
ROSE-1000L3,R6,magus_clustalo-iter1guide,1,50.1900
