dataset,replicate,method,iteration,runtime
ROSE-1000M2,R6,magus_default-iter1,1,609.2600
ROSE-1000M2,R6,magus_magus-iter0,0,706.6500
ROSE-1000M2,R6,magus_magus-iter1,1,144.7200
ROSE-1000M2,R6,magus_magus-iter2,2,154.3800
ROSE-1000M2,R6,magus_magus-iter3,3,143.8700
ROSE-1000M2,R6,magus_magus-iter4,4,121.0100
ROSE-1000M2,R6,muscle,-1,1594.6800
ROSE-1000M2,R6,pasta-iter3,3,881.7000
ROSE-1000M2,R7,clustalo,-1,258.9700
ROSE-1000M2,R7,mafft,-1,13.6800
ROSE-1000M2,R7,magus_clustalo-iter0,0,18.6500
ROSE-1000M2,R7,magus_clustalo-iter1,1,417.8400
ROSE-1000M2,R7,magus_clustalo-iter2,2,430.0400
ROSE-1000M2,R7,magus_clustalo-iter3,3,397.1800
ROSE-1000M2,R7,magus_clustalo-iter4,4,343.0700
ROSE-1000M2,R7,magus_default-iter0,0,450.5300
ROSE-1000M2,R7,magus_default-iter1,1,513.7400
ROSE-1000M2,R7,magus_magus-iter0,0,601.4500
ROSE-1000M2,R7,magus_magus-iter1,1,127.6200
ROSE-1000M2,R7,magus_magus-iter2,2,131.1100
ROSE-1000M2,R7,magus_magus-iter3,3,129.7700
ROSE-1000M2,R7,magus_magus-iter4,4,97.4400
ROSE-1000M2,R7,muscle,-1,1453.9800
ROSE-1000M2,R7,pasta-iter3,3,1034.2200
ROSE-1000M2,R8,clustalo,-1,613.4200
ROSE-1000M2,R8,mafft,-1,17.0500
ROSE-1000M2,R8,magus_clustalo-iter0,0,22.4200
ROSE-1000M2,R8,magus_clustalo-iter1,1,431.1000
ROSE-1000M2,R8,magus_clustalo-iter2,2,416.4200
ROSE-1000M2,R8,magus_clustalo-iter3,3,400.9800
ROSE-1000M2,R8,magus_clustalo-iter4,4,372.9100
ROSE-1000M2,R8,magus_default-iter0,0,484.8600
ROSE-1000M2,R8,magus_default-iter1,1,466.0400
ROSE-1000M2,R8,magus_magus-iter0,0,603.9400
ROSE-1000M2,R8,magus_magus-iter1,1,164.5500
ROSE-1000M2,R8,magus_magus-iter2,2,155.8500
ROSE-1000M2,R8,magus_magus-iter3,3,158.7300
ROSE-1000M2,R8,magus_magus-iter4,4,113.6800
ROSE-1000M2,R8,muscle,-1,1933.7600
ROSE-1000M2,R8,pasta-iter3,3,1416.9400
ROSE-1000M2,R9,clustalo,-1,388.2900
ROSE-1000M2,R9,mafft,-1,16.1300
ROSE-1000M2,R9,magus_clustalo-iter0,0,21.6700
ROSE-1000M2,R9,magus_clustalo-iter1,1,345.0800
ROSE-1000M2,R9,magus_clustalo-iter2,2,358.5400
ROSE-1000M2,R9,magus_clustalo-iter3,3,330.9600
ROSE-1000M2,R9,magus_clustalo-iter4,4,307.8700
ROSE-1000M2,R9,magus_default-iter0,0,446.4700
ROSE-1000M2,R9,magus_default-iter1,1,801.0600
ROSE-1000M2,R9,magus_magus-iter0,0,962.0900
ROSE-1000M2,R9,magus_magus-iter1,1,159.2200
ROSE-1000M2,R9,magus_magus-iter2,2,155.3600
ROSE-1000M2,R9,magus_magus-iter3,3,161.7800
ROSE-1000M2,R9,magus_magus-iter4,4,96.4600
ROSE-1000M2,R9,muscle,-1,1727.4800
ROSE-1000M2,R9,pasta-iter3,3,1358.9200
ROSE-1000M3,R0,clustalo,-1,109.6700
ROSE-1000M3,R0,mafft,-1,15.9000
ROSE-1000M3,R0,magus_clustalo-iter0,0,20.3500
ROSE-1000M3,R0,magus_clustalo-iter1,1,294.2300
ROSE-1000M3,R0,magus_clustalo-iter2,2,319.8300
ROSE-1000M3,R0,magus_clustalo-iter3,3,310.4800
ROSE-1000M3,R0,magus_clustalo-iter4,4,262.8900
ROSE-1000M3,R0,magus_default-iter0,0,377.9400
ROSE-1000M3,R0,magus_default-iter1,1,569.8400
ROSE-1000M3,R0,magus_magus-iter0,0,663.7400
ROSE-1000M3,R0,magus_magus-iter1,1,123.2300
ROSE-1000M3,R0,magus_magus-iter2,2,115.3800
ROSE-1000M3,R0,magus_magus-iter3,3,118.7000
ROSE-1000M3,R0,magus_magus-iter4,4,86.2100
ROSE-1000M3,R0,muscle,-1,1758.0700
ROSE-1000M3,R0,pasta-iter3,3,910.0500
ROSE-1000M3,R1,clustalo,-1,92.3200
ROSE-1000M3,R1,mafft,-1,15.1400
ROSE-1000M3,R1,magus_clustalo-iter0,0,18.8900
ROSE-1000M3,R1,magus_clustalo-iter1,1,186.3900
ROSE-1000M3,R1,magus_clustalo-iter2,2,190.9700
ROSE-1000M3,R1,magus_clustalo-iter3,3,197.9800
ROSE-1000M3,R1,magus_clustalo-iter4,4,169.7500
ROSE-1000M3,R1,magus_default-iter0,0,296.9900
ROSE-1000M3,R1,magus_default-iter1,1,677.5200
ROSE-1000M3,R1,magus_magus-iter0,0,789.2500
ROSE-1000M3,R1,magus_magus-iter1,1,112.5000
ROSE-1000M3,R1,magus_magus-iter2,2,121.4100
ROSE-1000M3,R1,magus_magus-iter3,3,122.9200
ROSE-1000M3,R1,magus_magus-iter4,4,82.9200
ROSE-1000M3,R1,muscle,-1,1292.2000
ROSE-1000M3,R1,pasta-iter3,3,884.7300
ROSE-1000M3,R2,clustalo,-1,160.8000
ROSE-1000M3,R2,mafft,-1,16.7100
ROSE-1000M3,R2,magus_clustalo-iter0,0,21.4100
ROSE-1000M3,R2,magus_clustalo-iter1,1,389.9800
ROSE-1000M3,R2,magus_clustalo-iter2,2,385.2800
ROSE-1000M3,R2,magus_clustalo-iter3,3,381.1700
ROSE-1000M3,R2,magus_clustalo-iter4,4,343.7700
ROSE-1000M3,R2,magus_default-iter0,0,464.0000
ROSE-1000M3,R2,magus_default-iter1,1,499.1400
ROSE-1000M3,R2,magus_magus-iter0,0,601.2400
ROSE-1000M3,R2,magus_magus-iter1,1,150.0200
ROSE-1000M3,R2,magus_magus-iter2,2,133.5300
ROSE-1000M3,R2,magus_magus-iter3,3,137.3500
ROSE-1000M3,R2,magus_magus-iter4,4,103.0900
ROSE-1000M3,R2,muscle,-1,1665.0300
ROSE-1000M3,R2,pasta-iter3,3,1060.1500
ROSE-1000M3,R3,clustalo,-1,237.8000
ROSE-1000M3,R3,mafft,-1,17.8700
ROSE-1000M3,R3,magus_clustalo-iter0,0,21.7400
ROSE-1000M3,R3,magus_clustalo-iter1,1,206.4000
ROSE-1000M3,R3,magus_clustalo-iter2,2,219.9100
ROSE-1000M3,R3,magus_clustalo-iter3,3,209.8200
ROSE-1000M3,R3,magus_clustalo-iter4,4,186.8400
ROSE-1000M3,R3,magus_default-iter0,0,327.6300
ROSE-1000M3,R3,magus_default-iter1,1,741.2000
ROSE-1000M3,R3,magus_magus-iter0,0,834.0100
ROSE-1000M3,R3,magus_magus-iter1,1,128.0700
ROSE-1000M3,R3,magus_magus-iter2,2,139.4200
ROSE-1000M3,R3,magus_magus-iter3,3,138.3100
ROSE-1000M3,R3,magus_magus-iter4,4,92.9500
ROSE-1000M3,R3,muscle,-1,1523.7000
ROSE-1000M3,R3,pasta-iter3,3,750.3600
ROSE-1000M3,R4,clustalo,-1,101.6100
ROSE-1000M3,R4,mafft,-1,16.6800
ROSE-1000M3,R4,magus_clustalo-iter0,0,21.2200
ROSE-1000M3,R4,magus_clustalo-iter1,1,309.1300
ROSE-1000M3,R4,magus_clustalo-iter2,2,290.9200
ROSE-1000M3,R4,magus_clustalo-iter3,3,314.1100
ROSE-1000M3,R4,magus_clustalo-iter4,4,268.7800
ROSE-1000M3,R4,magus_default-iter0,0,390.5700
ROSE-1000M3,R4,magus_default-iter1,1,422.7800
ROSE-1000M3,R4,magus_magus-iter0,0,528.2700
ROSE-1000M3,R4,magus_magus-iter1,1,121.8700
ROSE-1000M3,R4,magus_magus-iter2,2,113.9300
ROSE-1000M3,R4,magus_magus-iter3,3,115.2100
ROSE-1000M3,R4,magus_magus-iter4,4,79.6300
ROSE-1000M3,R4,muscle,-1,1422.0100
ROSE-1000M3,R4,pasta-iter3,3,878.2400
ROSE-1000M3,R5,clustalo,-1,174.3500
ROSE-1000M3,R5,mafft,-1,18.5700
ROSE-1000M3,R5,magus_clustalo-iter0,0,23.5400
ROSE-1000M3,R5,magus_clustalo-iter1,1,282.6800
ROSE-1000M3,R5,magus_clustalo-iter2,2,282.0400
ROSE-1000M3,R5,magus_clustalo-iter3,3,287.5900
ROSE-1000M3,R5,magus_clustalo-iter4,4,226.3200
ROSE-1000M3,R5,magus_default-iter0,0,348.6900
ROSE-1000M3,R5,magus_default-iter1,1,658.3800
ROSE-1000M3,R5,magus_magus-iter0,0,743.2800
ROSE-1000M3,R5,magus_magus-iter1,1,121.0200
ROSE-1000M3,R5,magus_magus-iter2,2,118.7600
ROSE-1000M3,R5,magus_magus-iter3,3,112.2800
ROSE-1000M3,R5,magus_magus-iter4,4,80.5800
ROSE-1000M3,R5,muscle,-1,1455.2200
ROSE-1000M3,R5,pasta-iter3,3,799.6100
ROSE-1000M3,R6,clustalo,-1,253.9500
ROSE-1000M3,R6,mafft,-1,19.0300
ROSE-1000M3,R6,magus_clustalo-iter0,0,23.6400
ROSE-1000M3,R6,magus_clustalo-iter1,1,310.3700
ROSE-1000M3,R6,magus_clustalo-iter2,2,310.7800
ROSE-1000M3,R6,magus_clustalo-iter3,3,279.7900
ROSE-1000M3,R6,magus_clustalo-iter4,4,255.1300
ROSE-1000M3,R6,magus_default-iter0,0,374.7200
ROSE-1000M3,R6,magus_default-iter1,1,649.2400
ROSE-1000M3,R6,magus_magus-iter0,0,740.1800
ROSE-1000M3,R6,magus_magus-iter1,1,131.4600
ROSE-1000M3,R6,magus_magus-iter2,2,118.7600
ROSE-1000M3,R6,magus_magus-iter3,3,128.4300
ROSE-1000M3,R6,magus_magus-iter4,4,81.0000
ROSE-1000M3,R6,muscle,-1,1518.7700
ROSE-1000M3,R6,pasta-iter3,3,944.4800
ROSE-1000M3,R7,clustalo,-1,243.2600
ROSE-1000M3,R7,mafft,-1,16.3800
ROSE-1000M3,R7,magus_clustalo-iter0,0,21.2900
ROSE-1000M3,R7,magus_clustalo-iter1,1,338.6700
ROSE-1000M3,R7,magus_clustalo-iter2,2,340.7900
ROSE-1000M3,R7,magus_clustalo-iter3,3,347.4100
ROSE-1000M3,R7,magus_clustalo-iter4,4,290.3400
ROSE-1000M3,R7,magus_default-iter0,0,447.9800
ROSE-1000M3,R7,magus_default-iter1,1,733.4600
ROSE-1000M3,R7,magus_magus-iter0,0,835.4700
ROSE-1000M3,R7,magus_magus-iter1,1,128.5900
ROSE-1000M3,R7,magus_magus-iter2,2,126.5200
ROSE-1000M3,R7,magus_magus-iter3,3,133.3400
ROSE-1000M3,R7,magus_magus-iter4,4,93.8600
ROSE-1000M3,R7,muscle,-1,1557.5200
ROSE-1000M3,R7,pasta-iter3,3,1118.7600
ROSE-1000M3,R8,clustalo,-1,215.3200
ROSE-1000M3,R8,mafft,-1,17.3100
ROSE-1000M3,R8,magus_clustalo-iter0,0,22.4500
ROSE-1000M3,R8,magus_clustalo-iter1,1,298.2900
ROSE-1000M3,R8,magus_clustalo-iter2,2,280.4400
ROSE-1000M3,R8,magus_clustalo-iter3,3,286.4900
ROSE-1000M3,R8,magus_clustalo-iter4,4,266.7000
ROSE-1000M3,R8,magus_default-iter0,0,377.0800
ROSE-1000M3,R8,magus_default-iter1,1,391.5800
ROSE-1000M3,R8,magus_magus-iter0,0,482.0800
ROSE-1000M3,R8,magus_magus-iter1,1,116.4100
ROSE-1000M3,R8,magus_magus-iter2,2,119.1500
ROSE-1000M3,R8,magus_magus-iter3,3,116.9400
ROSE-1000M3,R8,magus_magus-iter4,4,83.2200
ROSE-1000M3,R8,muscle,-1,1399.8700
ROSE-1000M3,R8,pasta-iter3,3,870.0200
ROSE-1000M3,R9,clustalo,-1,222.3600
ROSE-1000M3,R9,mafft,-1,19.1800
ROSE-1000M3,R9,magus_clustalo-iter0,0,23.0900
ROSE-1000M3,R9,magus_clustalo-iter1,1,219.1900
ROSE-1000M3,R9,magus_clustalo-iter2,2,212.9500
ROSE-1000M3,R9,magus_clustalo-iter3,3,191.0700
ROSE-1000M3,R9,magus_clustalo-iter4,4,187.5500
ROSE-1000M3,R9,magus_default-iter0,0,293.3800
ROSE-1000M3,R9,magus_default-iter1,1,438.2600
ROSE-1000M3,R9,magus_magus-iter0,0,520.9500
ROSE-1000M3,R9,magus_magus-iter1,1,120.5100
ROSE-1000M3,R9,magus_magus-iter2,2,125.5600
ROSE-1000M3,R9,magus_magus-iter3,3,122.8000
ROSE-1000M3,R9,magus_magus-iter4,4,92.4800
ROSE-1000M3,R9,muscle,-1,1569.1800
ROSE-1000M3,R9,pasta-iter3,3,1089.7200
