dataset,replicate,method,iteration,runtime
ROSE-1000L1,R6,magus_magus-iter2,2,918.1800
ROSE-1000L1,R6,magus_magus-iter3,3,1100.7700
ROSE-1000L1,R6,magus_magus-iter4,4,1218.7600
ROSE-1000L1,R6,muscle,-1,2063.6200
ROSE-1000L1,R6,pasta-iter3,3,1375.9900
ROSE-1000L1,R7,clustalo,-1,543.9900
ROSE-1000L1,R7,mafft,-1,17.1000
ROSE-1000L1,R7,magus_clustalo-iter0,0,22.3800
ROSE-1000L1,R7,magus_clustalo-iter1,1,425.1200
ROSE-1000L1,R7,magus_clustalo-iter2,2,824.6100
ROSE-1000L1,R7,magus_clustalo-iter3,3,1233.9600
ROSE-1000L1,R7,magus_clustalo-iter4,4,1580.9700
ROSE-1000L1,R7,magus_default-iter0,0,481.4300
ROSE-1000L1,R7,magus_default-iter1,1,1030.8100
ROSE-1000L1,R7,magus_magus-iter0,0,660.8700
ROSE-1000L1,R7,magus_magus-iter1,1,820.8200
ROSE-1000L1,R7,magus_magus-iter2,2,976.7100
ROSE-1000L1,R7,magus_magus-iter3,3,1121.5100
ROSE-1000L1,R7,magus_magus-iter4,4,1233.7100
ROSE-1000L1,R7,muscle,-1,2021.0000
ROSE-1000L1,R7,pasta-iter3,3,969.5500
ROSE-1000L1,R8,clustalo,-1,937.3900
ROSE-1000L1,R8,mafft,-1,18.1500
ROSE-1000L1,R8,magus_clustalo-iter0,0,24.3300
ROSE-1000L1,R8,magus_clustalo-iter1,1,742.1000
ROSE-1000L1,R8,magus_clustalo-iter2,2,1336.9300
ROSE-1000L1,R8,magus_clustalo-iter3,3,1980.3400
ROSE-1000L1,R8,magus_clustalo-iter4,4,2537.6600
ROSE-1000L1,R8,magus_default-iter0,0,717.6000
ROSE-1000L1,R8,magus_default-iter1,1,1528.7600
ROSE-1000L1,R8,magus_magus-iter0,0,948.1800
ROSE-1000L1,R8,magus_magus-iter1,1,1127.5600
ROSE-1000L1,R8,magus_magus-iter2,2,1337.1700
ROSE-1000L1,R8,magus_magus-iter3,3,1517.6000
ROSE-1000L1,R8,magus_magus-iter4,4,1662.2600
ROSE-1000L1,R8,muscle,-1,2182.8900
ROSE-1000L1,R8,pasta-iter3,3,1646.6800
ROSE-1000L1,R9,clustalo,-1,922.5400
ROSE-1000L1,R9,mafft,-1,17.5600
ROSE-1000L1,R9,magus_clustalo-iter0,0,21.7300
ROSE-1000L1,R9,magus_clustalo-iter1,1,324.8000
ROSE-1000L1,R9,magus_clustalo-iter2,2,593.8400
ROSE-1000L1,R9,magus_clustalo-iter3,3,878.2100
ROSE-1000L1,R9,magus_clustalo-iter4,4,1108.3800
ROSE-1000L1,R9,magus_default-iter0,0,350.0100
ROSE-1000L1,R9,magus_default-iter1,1,775.0700
ROSE-1000L1,R9,magus_magus-iter0,0,572.9800
ROSE-1000L1,R9,magus_magus-iter1,1,747.0900
ROSE-1000L1,R9,magus_magus-iter2,2,926.0000
ROSE-1000L1,R9,magus_magus-iter3,3,1084.5700
ROSE-1000L1,R9,magus_magus-iter4,4,1204.4100
ROSE-1000L1,R9,muscle,-1,2056.9200
ROSE-1000L1,R9,pasta-iter3,3,1037.5100
ROSE-1000L2,R0,clustalo,-1,439.2800
ROSE-1000L2,R0,mafft,-1,16.6100
ROSE-1000L2,R0,magus_clustalo-iter0,0,22.7900
ROSE-1000L2,R0,magus_clustalo-iter1,1,647.2900
ROSE-1000L2,R0,magus_clustalo-iter2,2,1180.9700
ROSE-1000L2,R0,magus_clustalo-iter3,3,1713.8200
ROSE-1000L2,R0,magus_clustalo-iter4,4,2212.6900
ROSE-1000L2,R0,magus_default-iter0,0,650.4200
ROSE-1000L2,R0,magus_default-iter1,1,1511.1000
ROSE-1000L2,R0,magus_magus-iter0,0,966.5800
ROSE-1000L2,R0,magus_magus-iter1,1,1120.7900
ROSE-1000L2,R0,magus_magus-iter2,2,1280.2700
ROSE-1000L2,R0,magus_magus-iter3,3,1453.0100
ROSE-1000L2,R0,magus_magus-iter4,4,1581.5300
ROSE-1000L2,R0,muscle,-1,2664.4500
ROSE-1000L2,R0,pasta-iter3,3,1234.2300
ROSE-1000L2,R1,clustalo,-1,183.1500
ROSE-1000L2,R1,mafft,-1,16.0800
ROSE-1000L2,R1,magus_clustalo-iter0,0,21.2600
ROSE-1000L2,R1,magus_clustalo-iter1,1,327.5200
ROSE-1000L2,R1,magus_clustalo-iter2,2,637.4100
ROSE-1000L2,R1,magus_clustalo-iter3,3,924.6800
ROSE-1000L2,R1,magus_clustalo-iter4,4,1193.9200
ROSE-1000L2,R1,magus_default-iter0,0,398.3700
ROSE-1000L2,R1,magus_default-iter1,1,897.3300
ROSE-1000L2,R1,magus_magus-iter0,0,602.1900
ROSE-1000L2,R1,magus_magus-iter1,1,743.2900
ROSE-1000L2,R1,magus_magus-iter2,2,897.9500
ROSE-1000L2,R1,magus_magus-iter3,3,1041.3300
ROSE-1000L2,R1,magus_magus-iter4,4,1148.3400
ROSE-1000L2,R1,muscle,-1,2435.9000
ROSE-1000L2,R1,pasta-iter3,3,914.5200
ROSE-1000L2,R2,clustalo,-1,429.2000
ROSE-1000L2,R2,mafft,-1,17.4500
ROSE-1000L2,R2,magus_clustalo-iter0,0,23.5300
ROSE-1000L2,R2,magus_clustalo-iter1,1,707.9600
ROSE-1000L2,R2,magus_clustalo-iter2,2,1225.5900
ROSE-1000L2,R2,magus_clustalo-iter3,3,1737.7700
ROSE-1000L2,R2,magus_clustalo-iter4,4,2147.7000
ROSE-1000L2,R2,magus_default-iter0,0,640.8700
ROSE-1000L2,R2,magus_default-iter1,1,1771.6900
ROSE-1000L2,R2,magus_magus-iter0,0,1260.6600
ROSE-1000L2,R2,magus_magus-iter1,1,1468.2400
ROSE-1000L2,R2,magus_magus-iter2,2,1658.3800
ROSE-1000L2,R2,magus_magus-iter3,3,1856.6200
ROSE-1000L2,R2,magus_magus-iter4,4,2007.7600
ROSE-1000L2,R2,muscle,-1,2189.1000
ROSE-1000L2,R2,pasta-iter3,3,1359.2300
ROSE-1000L2,R3,clustalo,-1,636.5500
ROSE-1000L2,R3,mafft,-1,16.0000
ROSE-1000L2,R3,magus_clustalo-iter0,0,21.6500
ROSE-1000L2,R3,magus_clustalo-iter1,1,408.9400
ROSE-1000L2,R3,magus_clustalo-iter2,2,768.5600
ROSE-1000L2,R3,magus_clustalo-iter3,3,1119.9800
ROSE-1000L2,R3,magus_clustalo-iter4,4,1471.0600
ROSE-1000L2,R3,magus_default-iter0,0,514.9600
ROSE-1000L2,R3,magus_default-iter1,1,1133.4200
ROSE-1000L2,R3,magus_magus-iter0,0,729.3900
ROSE-1000L2,R3,magus_magus-iter1,1,869.8000
ROSE-1000L2,R3,magus_magus-iter2,2,1020.5900
ROSE-1000L2,R3,magus_magus-iter3,3,1158.3100
ROSE-1000L2,R3,magus_magus-iter4,4,1268.3000
ROSE-1000L2,R3,muscle,-1,1870.4500
ROSE-1000L2,R3,pasta-iter3,3,984.7700
ROSE-1000L2,R4,clustalo,-1,515.1400
ROSE-1000L2,R4,mafft,-1,17.6300
ROSE-1000L2,R4,magus_clustalo-iter0,0,23.4700
ROSE-1000L2,R4,magus_clustalo-iter1,1,484.5400
ROSE-1000L2,R4,magus_clustalo-iter2,2,902.6000
ROSE-1000L2,R4,magus_clustalo-iter3,3,1358.8900
ROSE-1000L2,R4,magus_clustalo-iter4,4,1758.0700
ROSE-1000L2,R4,magus_default-iter0,0,518.4400
ROSE-1000L2,R4,magus_default-iter1,1,1105.2400
ROSE-1000L2,R4,magus_magus-iter0,0,730.4900
ROSE-1000L2,R4,magus_magus-iter1,1,883.4400
ROSE-1000L2,R4,magus_magus-iter2,2,1043.4700
ROSE-1000L2,R4,magus_magus-iter3,3,1210.0800
ROSE-1000L2,R4,magus_magus-iter4,4,1334.1100
ROSE-1000L2,R4,muscle,-1,2014.7500
ROSE-1000L2,R4,pasta-iter3,3,1183.5300
ROSE-1000L2,R5,clustalo,-1,474.4700
ROSE-1000L2,R5,mafft,-1,16.8200
ROSE-1000L2,R5,magus_clustalo-iter0,0,21.2200
ROSE-1000L2,R5,magus_clustalo-iter1,1,292.2200
ROSE-1000L2,R5,magus_clustalo-iter2,2,550.1800
ROSE-1000L2,R5,magus_clustalo-iter3,3,807.3100
ROSE-1000L2,R5,magus_clustalo-iter4,4,1045.9800
ROSE-1000L2,R5,magus_default-iter0,0,388.6100
ROSE-1000L2,R5,magus_default-iter1,1,969.9700
ROSE-1000L2,R5,magus_magus-iter0,0,726.6000
ROSE-1000L2,R5,magus_magus-iter1,1,1119.3000
ROSE-1000L2,R5,magus_magus-iter2,2,1529.1900
ROSE-1000L2,R5,magus_magus-iter3,3,1922.2900
ROSE-1000L2,R5,magus_magus-iter4,4,2297.9100
ROSE-1000L2,R5,muscle,-1,1927.8500
ROSE-1000L2,R5,pasta-iter3,3,933.0300
ROSE-1000L2,R6,clustalo,-1,340.1600
ROSE-1000L2,R6,mafft,-1,16.3000
ROSE-1000L2,R6,magus_clustalo-iter0,0,21.7500
ROSE-1000L2,R6,magus_clustalo-iter1,1,338.4500
ROSE-1000L2,R6,magus_clustalo-iter2,2,685.0300
ROSE-1000L2,R6,magus_clustalo-iter3,3,999.0800
ROSE-1000L2,R6,magus_clustalo-iter4,4,1280.1600
ROSE-1000L2,R6,magus_default-iter0,0,406.9500
ROSE-1000L2,R6,magus_default-iter1,1,900.1500
ROSE-1000L2,R6,magus_magus-iter0,0,622.8700
ROSE-1000L2,R6,magus_magus-iter1,1,770.6500
ROSE-1000L2,R6,magus_magus-iter2,2,899.7800
ROSE-1000L2,R6,magus_magus-iter3,3,1026.3000
ROSE-1000L2,R6,magus_magus-iter4,4,1131.7500
ROSE-1000L2,R6,muscle,-1,1738.3600
ROSE-1000L2,R6,pasta-iter3,3,1038.9400
ROSE-1000L2,R7,clustalo,-1,385.7400
ROSE-1000L2,R7,mafft,-1,16.1200
ROSE-1000L2,R7,magus_clustalo-iter0,0,21.2500
ROSE-1000L2,R7,magus_clustalo-iter1,1,352.7400
ROSE-1000L2,R7,magus_clustalo-iter2,2,677.7800
ROSE-1000L2,R7,magus_clustalo-iter3,3,997.9900
ROSE-1000L2,R7,magus_clustalo-iter4,4,1289.0200
ROSE-1000L2,R7,magus_default-iter0,0,408.2300
ROSE-1000L2,R7,magus_default-iter1,1,1080.6900
ROSE-1000L2,R7,magus_magus-iter0,0,758.3200
ROSE-1000L2,R7,magus_magus-iter1,1,900.6500
ROSE-1000L2,R7,magus_magus-iter2,2,1018.8700
ROSE-1000L2,R7,magus_magus-iter3,3,1143.3800
ROSE-1000L2,R7,magus_magus-iter4,4,1245.1100
ROSE-1000L2,R7,muscle,-1,1813.9500
ROSE-1000L2,R7,pasta-iter3,3,946.3300
ROSE-1000L2,R8,clustalo,-1,359.4300
ROSE-1000L2,R8,mafft,-1,16.4600
ROSE-1000L2,R8,magus_clustalo-iter0,0,21.5600
ROSE-1000L2,R8,magus_clustalo-iter1,1,330.7800
ROSE-1000L2,R8,magus_clustalo-iter2,2,647.3600
ROSE-1000L2,R8,magus_clustalo-iter3,3,986.0700
ROSE-1000L2,R8,magus_clustalo-iter4,4,1266.4700
ROSE-1000L2,R8,magus_default-iter0,0,417.9700
ROSE-1000L2,R8,magus_default-iter1,1,1181.2900
ROSE-1000L2,R8,magus_magus-iter0,0,866.1600
ROSE-1000L2,R8,magus_magus-iter1,1,1002.6700
ROSE-1000L2,R8,magus_magus-iter2,2,1133.5300
ROSE-1000L2,R8,magus_magus-iter3,3,1261.7000
ROSE-1000L2,R8,magus_magus-iter4,4,1363.6200
ROSE-1000L2,R8,muscle,-1,1824.3100
ROSE-1000L2,R8,pasta-iter3,3,1070.7300
ROSE-1000L2,R9,clustalo,-1,399.0300
ROSE-1000L2,R9,mafft,-1,15.5400
ROSE-1000L2,R9,magus_clustalo-iter0,0,21.4200
ROSE-1000L2,R9,magus_clustalo-iter1,1,508.6300
ROSE-1000L2,R9,magus_clustalo-iter2,2,971.2900
ROSE-1000L2,R9,magus_clustalo-iter3,3,1402.3700
ROSE-1000L2,R9,magus_clustalo-iter4,4,1869.7000
ROSE-1000L2,R9,magus_default-iter0,0,599.3100
ROSE-1000L2,R9,magus_default-iter1,1,1056.9300
ROSE-1000L2,R9,magus_magus-iter0,0,556.6500
ROSE-1000L2,R9,magus_magus-iter1,1,688.4300
ROSE-1000L2,R9,magus_magus-iter2,2,832.0500
ROSE-1000L2,R9,magus_magus-iter3,3,964.8100
ROSE-1000L2,R9,magus_magus-iter4,4,1063.8200
ROSE-1000L2,R9,muscle,-1,1813.0800
ROSE-1000L2,R9,pasta-iter3,3,1082.3300
ROSE-1000L3,R0,clustalo,-1,519.5500
ROSE-1000L3,R0,mafft,-1,18.3700
ROSE-1000L3,R0,magus_clustalo-iter0,0,24.4500
ROSE-1000L3,R0,magus_clustalo-iter1,1,782.0800
ROSE-1000L3,R0,magus_clustalo-iter2,2,1402.7300
ROSE-1000L3,R0,magus_clustalo-iter3,3,2039.6800
ROSE-1000L3,R0,magus_clustalo-iter4,4,2625.8700
ROSE-1000L3,R0,magus_default-iter0,0,838.4400
ROSE-1000L3,R0,magus_default-iter1,1,1645.6400
ROSE-1000L3,R0,magus_magus-iter0,0,956.0700
ROSE-1000L3,R0,magus_magus-iter1,1,1165.6500
ROSE-1000L3,R0,magus_magus-iter2,2,1378.4300
ROSE-1000L3,R0,magus_magus-iter3,3,1573.9500
ROSE-1000L3,R0,magus_magus-iter4,4,1734.8000
ROSE-1000L3,R0,muscle,-1,4047.4800
ROSE-1000L3,R0,pasta-iter3,3,1818.5300
ROSE-1000L3,R1,clustalo,-1,328.3400
ROSE-1000L3,R1,mafft,-1,16.5900
ROSE-1000L3,R1,magus_clustalo-iter0,0,22.5300
ROSE-1000L3,R1,magus_clustalo-iter1,1,494.8400
ROSE-1000L3,R1,magus_clustalo-iter2,2,946.4000
ROSE-1000L3,R1,magus_clustalo-iter3,3,1387.3500
ROSE-1000L3,R1,magus_clustalo-iter4,4,1792.1800
ROSE-1000L3,R1,magus_default-iter0,0,620.7200
ROSE-1000L3,R1,magus_default-iter1,1,1635.3800
ROSE-1000L3,R1,magus_magus-iter0,0,1160.3500
ROSE-1000L3,R1,magus_magus-iter1,1,1363.3000
ROSE-1000L3,R1,magus_magus-iter2,2,1562.6300
ROSE-1000L3,R1,magus_magus-iter3,3,1755.5200
ROSE-1000L3,R1,magus_magus-iter4,4,1893.3500
ROSE-1000L3,R1,muscle,-1,3374.3800
ROSE-1000L3,R1,pasta-iter3,3,1506.2000
ROSE-1000L3,R2,clustalo,-1,419.3600
ROSE-1000L3,R2,mafft,-1,18.3100
ROSE-1000L3,R2,magus_clustalo-iter0,0,23.9600
ROSE-1000L3,R2,magus_clustalo-iter1,1,546.5700
ROSE-1000L3,R2,magus_clustalo-iter2,2,1030.4800
ROSE-1000L3,R2,magus_clustalo-iter3,3,1520.5200
ROSE-1000L3,R2,magus_clustalo-iter4,4,1950.5900
ROSE-1000L3,R2,magus_default-iter0,0,651.4500
ROSE-1000L3,R2,magus_default-iter1,1,1495.3900
ROSE-1000L3,R2,magus_magus-iter0,0,986.0600
ROSE-1000L3,R2,magus_magus-iter1,1,1207.2600
ROSE-1000L3,R2,magus_magus-iter2,2,1456.1300
ROSE-1000L3,R2,magus_magus-iter3,3,1686.1800
ROSE-1000L3,R2,magus_magus-iter4,4,1827.2400
ROSE-1000L3,R2,muscle,-1,2067.6500
ROSE-1000L3,R2,pasta-iter3,3,1473.5900
ROSE-1000L3,R3,clustalo,-1,458.8500
ROSE-1000L3,R3,mafft,-1,16.3600
ROSE-1000L3,R3,magus_clustalo-iter0,0,22.0400
ROSE-1000L3,R3,magus_clustalo-iter1,1,560.4700
ROSE-1000L3,R3,magus_clustalo-iter2,2,1030.1400
ROSE-1000L3,R3,magus_clustalo-iter3,3,1474.8200
ROSE-1000L3,R3,magus_clustalo-iter4,4,1850.4000
ROSE-1000L3,R3,magus_default-iter0,0,570.4300
ROSE-1000L3,R3,magus_default-iter1,1,1580.8900
ROSE-1000L3,R3,magus_magus-iter0,0,1190.5700
ROSE-1000L3,R3,magus_magus-iter1,1,1386.7100
ROSE-1000L3,R3,magus_magus-iter2,2,1565.7400
ROSE-1000L3,R3,magus_magus-iter3,3,1738.7100
ROSE-1000L3,R3,magus_magus-iter4,4,1871.5200
ROSE-1000L3,R3,muscle,-1,1978.9500
ROSE-1000L3,R3,pasta-iter3,3,1548.4800
ROSE-1000L3,R4,clustalo,-1,438.0700
ROSE-1000L3,R4,mafft,-1,17.0400
ROSE-1000L3,R4,magus_clustalo-iter0,0,22.1400
ROSE-1000L3,R4,magus_clustalo-iter1,1,448.7800
ROSE-1000L3,R4,magus_clustalo-iter2,2,815.4200
ROSE-1000L3,R4,magus_clustalo-iter3,3,1181.1000
ROSE-1000L3,R4,magus_clustalo-iter4,4,1485.7000
ROSE-1000L3,R4,magus_default-iter0,0,542.3200
ROSE-1000L3,R4,magus_default-iter1,1,1682.2800
ROSE-1000L3,R4,magus_magus-iter0,0,1277.5700
ROSE-1000L3,R4,magus_magus-iter1,1,1496.4400
ROSE-1000L3,R4,magus_magus-iter2,2,1731.9800
ROSE-1000L3,R4,magus_magus-iter3,3,1986.0100
ROSE-1000L3,R4,magus_magus-iter4,4,2146.3300
ROSE-1000L3,R4,muscle,-1,1984.8800
ROSE-1000L3,R4,pasta-iter3,3,1990.8500
ROSE-1000L3,R5,clustalo,-1,735.7400
ROSE-1000L3,R5,mafft,-1,17.8700
ROSE-1000L3,R5,magus_clustalo-iter0,0,24.2200
ROSE-1000L3,R5,magus_clustalo-iter1,1,785.8100
ROSE-1000L3,R5,magus_clustalo-iter2,2,1416.3200
ROSE-1000L3,R5,magus_clustalo-iter3,3,2047.8800
ROSE-1000L3,R5,magus_clustalo-iter4,4,2559.6100
ROSE-1000L3,R5,magus_default-iter0,0,703.7300
ROSE-1000L3,R5,magus_default-iter1,1,1590.1500
ROSE-1000L3,R5,magus_magus-iter0,0,1115.4700
ROSE-1000L3,R5,magus_magus-iter1,1,1364.0600
ROSE-1000L3,R5,magus_magus-iter2,2,1598.5800
ROSE-1000L3,R5,magus_magus-iter3,3,1847.8900
ROSE-1000L3,R5,magus_magus-iter4,4,2048.9700
ROSE-1000L3,R5,muscle,-1,2220.2700
ROSE-1000L3,R5,pasta-iter3,3,1297.1100
ROSE-1000L3,R6,clustalo,-1,574.6300
ROSE-1000L3,R6,mafft,-1,16.8600
ROSE-1000L3,R6,magus_clustalo-iter0,0,21.4200
ROSE-1000L3,R6,magus_clustalo-iter1,1,401.8500
ROSE-1000L3,R6,magus_clustalo-iter2,2,741.2600
ROSE-1000L3,R6,magus_clustalo-iter3,3,1033.2100
ROSE-1000L3,R6,magus_clustalo-iter4,4,1315.5500
ROSE-1000L3,R6,magus_default-iter0,0,456.1100
ROSE-1000L3,R6,magus_default-iter1,1,1164.7900
ROSE-1000L3,R6,magus_magus-iter0,0,899.0300
ROSE-1000L3,R6,magus_magus-iter1,1,1096.8700
ROSE-1000L3,R6,magus_magus-iter2,2,1296.7300
ROSE-1000L3,R6,magus_magus-iter3,3,1505.9600
ROSE-1000L3,R6,magus_magus-iter4,4,1638.7200
ROSE-1000L3,R6,muscle,-1,2026.3100
ROSE-1000L3,R6,pasta-iter3,3,1675.7100
ROSE-1000L3,R7,clustalo,-1,482.3700
ROSE-1000L3,R7,mafft,-1,17.6700
ROSE-1000L3,R7,magus_clustalo-iter0,0,23.6400
ROSE-1000L3,R7,magus_clustalo-iter1,1,512.8500
ROSE-1000L3,R7,magus_clustalo-iter2,2,933.7500
ROSE-1000L3,R7,magus_clustalo-iter3,3,1350.6000
ROSE-1000L3,R7,magus_clustalo-iter4,4,1707.8700
ROSE-1000L3,R7,magus_default-iter0,0,518.5000
ROSE-1000L3,R7,magus_default-iter1,1,1214.1400
ROSE-1000L3,R7,magus_magus-iter0,0,831.2500
ROSE-1000L3,R7,magus_magus-iter1,1,1024.6000
ROSE-1000L3,R7,magus_magus-iter2,2,1240.4500
ROSE-1000L3,R7,magus_magus-iter3,3,1453.9000
ROSE-1000L3,R7,magus_magus-iter4,4,1578.6900
ROSE-1000L3,R7,muscle,-1,1949.0800
ROSE-1000L3,R7,pasta-iter3,3,1480.4000
ROSE-1000L3,R8,clustalo,-1,691.8600
ROSE-1000L3,R8,mafft,-1,17.8300
ROSE-1000L3,R8,magus_clustalo-iter0,0,23.9900
ROSE-1000L3,R8,magus_clustalo-iter1,1,534.2700
ROSE-1000L3,R8,magus_clustalo-iter2,2,1009.0200
ROSE-1000L3,R8,magus_clustalo-iter3,3,1445.3400
ROSE-1000L3,R8,magus_clustalo-iter4,4,1840.9700
ROSE-1000L3,R8,magus_default-iter0,0,621.4600
ROSE-1000L3,R8,magus_default-iter1,1,1493.1600
ROSE-1000L3,R8,magus_magus-iter0,0,1018.2600
ROSE-1000L3,R8,magus_magus-iter1,1,1265.1700
ROSE-1000L3,R8,magus_magus-iter2,2,1499.6900
ROSE-1000L3,R8,magus_magus-iter3,3,1755.7500
ROSE-1000L3,R8,magus_magus-iter4,4,1917.9400
ROSE-1000L3,R8,muscle,-1,2259.2500
ROSE-1000L3,R8,pasta-iter3,3,1794.2800
ROSE-1000L3,R9,clustalo,-1,376.2700
ROSE-1000L3,R9,mafft,-1,17.8000
ROSE-1000L3,R9,magus_clustalo-iter0,0,23.5100
ROSE-1000L3,R9,magus_clustalo-iter1,1,488.7800
ROSE-1000L3,R9,magus_clustalo-iter2,2,917.9300
ROSE-1000L3,R9,magus_clustalo-iter3,3,1351.1300
ROSE-1000L3,R9,magus_clustalo-iter4,4,1707.7000
ROSE-1000L3,R9,magus_default-iter0,0,533.8000
ROSE-1000L3,R9,magus_default-iter1,1,1120.6600
ROSE-1000L3,R9,magus_magus-iter0,0,724.6800
ROSE-1000L3,R9,magus_magus-iter1,1,932.4800
ROSE-1000L3,R9,magus_magus-iter2,2,1113.1000
ROSE-1000L3,R9,magus_magus-iter3,3,1314.0600
ROSE-1000L3,R9,magus_magus-iter4,4,1444.3900
ROSE-1000L3,R9,muscle,-1,1906.1700
ROSE-1000L3,R9,pasta-iter3,3,1164.4700
ROSE-1000M2,R0,clustalo,-1,526.5300
ROSE-1000M2,R0,mafft,-1,15.7000
ROSE-1000M2,R0,magus_clustalo-iter0,0,21.0400
ROSE-1000M2,R0,magus_clustalo-iter1,1,424.3100
ROSE-1000M2,R0,magus_clustalo-iter2,2,792.5900
ROSE-1000M2,R0,magus_clustalo-iter3,3,1153.6100
ROSE-1000M2,R0,magus_clustalo-iter4,4,1516.9700
ROSE-1000M2,R0,magus_default-iter0,0,523.4100
ROSE-1000M2,R0,magus_default-iter1,1,1516.4300
ROSE-1000M2,R0,magus_magus-iter0,0,1094.7200
ROSE-1000M2,R0,magus_magus-iter1,1,1268.5400
ROSE-1000M2,R0,magus_magus-iter2,2,1424.7800
ROSE-1000M2,R0,magus_magus-iter3,3,1583.9900
ROSE-1000M2,R0,magus_magus-iter4,4,1696.5500
ROSE-1000M2,R0,muscle,-1,3318.8000
ROSE-1000M2,R0,pasta-iter3,3,921.7000
ROSE-1000M2,R1,clustalo,-1,260.2700
ROSE-1000M2,R1,mafft,-1,16.4500
ROSE-1000M2,R1,magus_clustalo-iter0,0,22.4300
ROSE-1000M2,R1,magus_clustalo-iter1,1,587.7400
ROSE-1000M2,R1,magus_clustalo-iter2,2,1076.1400
ROSE-1000M2,R1,magus_clustalo-iter3,3,1596.5100
ROSE-1000M2,R1,magus_clustalo-iter4,4,2056.5000
ROSE-1000M2,R1,magus_default-iter0,0,606.3700
ROSE-1000M2,R1,magus_default-iter1,1,1164.3100
ROSE-1000M2,R1,magus_magus-iter0,0,687.0800
ROSE-1000M2,R1,magus_magus-iter1,1,855.3400
ROSE-1000M2,R1,magus_magus-iter2,2,1020.4000
ROSE-1000M2,R1,magus_magus-iter3,3,1175.9800
ROSE-1000M2,R1,magus_magus-iter4,4,1287.7400
ROSE-1000M2,R1,muscle,-1,1829.9400
ROSE-1000M2,R1,pasta-iter3,3,1560.5300
ROSE-1000M2,R2,clustalo,-1,246.4100
ROSE-1000M2,R2,mafft,-1,15.7300
ROSE-1000M2,R2,magus_clustalo-iter0,0,20.2300
ROSE-1000M2,R2,magus_clustalo-iter1,1,314.2200
ROSE-1000M2,R2,magus_clustalo-iter2,2,555.7600
ROSE-1000M2,R2,magus_clustalo-iter3,3,803.8400
ROSE-1000M2,R2,magus_clustalo-iter4,4,1030.5900
ROSE-1000M2,R2,magus_default-iter0,0,381.6400
ROSE-1000M2,R2,magus_default-iter1,1,969.4800
ROSE-1000M2,R2,magus_magus-iter0,0,713.3900
ROSE-1000M2,R2,magus_magus-iter1,1,860.9800
ROSE-1000M2,R2,magus_magus-iter2,2,1010.0400
ROSE-1000M2,R2,magus_magus-iter3,3,1174.1200
ROSE-1000M2,R2,magus_magus-iter4,4,1285.1800
ROSE-1000M2,R2,muscle,-1,1817.1700
ROSE-1000M2,R2,pasta-iter3,3,923.0200
ROSE-1000M2,R3,clustalo,-1,423.6400
ROSE-1000M2,R3,mafft,-1,16.4400
ROSE-1000M2,R3,magus_clustalo-iter0,0,22.3600
ROSE-1000M2,R3,magus_clustalo-iter1,1,572.4400
ROSE-1000M2,R3,magus_clustalo-iter2,2,1108.4800
ROSE-1000M2,R3,magus_clustalo-iter3,3,1617.8000
ROSE-1000M2,R3,magus_clustalo-iter4,4,2042.9500
ROSE-1000M2,R3,magus_default-iter0,0,574.4500
ROSE-1000M2,R3,magus_default-iter1,1,1374.4700
ROSE-1000M2,R3,magus_magus-iter0,0,919.3400
ROSE-1000M2,R3,magus_magus-iter1,1,1089.1600
ROSE-1000M2,R3,magus_magus-iter2,2,1264.3500
ROSE-1000M2,R3,magus_magus-iter3,3,1451.1500
ROSE-1000M2,R3,magus_magus-iter4,4,1558.2300
ROSE-1000M2,R3,muscle,-1,1695.1500
ROSE-1000M2,R3,pasta-iter3,3,1367.0700
ROSE-1000M2,R4,clustalo,-1,155.2200
ROSE-1000M2,R4,mafft,-1,15.3700
ROSE-1000M2,R4,magus_clustalo-iter0,0,20.5100
ROSE-1000M2,R4,magus_clustalo-iter1,1,415.6200
ROSE-1000M2,R4,magus_clustalo-iter2,2,775.5900
ROSE-1000M2,R4,magus_clustalo-iter3,3,1137.1300
ROSE-1000M2,R4,magus_clustalo-iter4,4,1459.9500
ROSE-1000M2,R4,magus_default-iter0,0,459.6900
ROSE-1000M2,R4,magus_default-iter1,1,1109.0900
ROSE-1000M2,R4,magus_magus-iter0,0,780.4200
ROSE-1000M2,R4,magus_magus-iter1,1,927.3300
ROSE-1000M2,R4,magus_magus-iter2,2,1070.1300
ROSE-1000M2,R4,magus_magus-iter3,3,1203.5600
ROSE-1000M2,R4,magus_magus-iter4,4,1318.8900
ROSE-1000M2,R4,muscle,-1,1612.2100
ROSE-1000M2,R4,pasta-iter3,3,1035.3200
ROSE-1000M2,R5,clustalo,-1,435.3700
ROSE-1000M2,R5,mafft,-1,14.8700
ROSE-1000M2,R5,magus_clustalo-iter0,0,20.8200
ROSE-1000M2,R5,magus_clustalo-iter1,1,592.8700
ROSE-1000M2,R5,magus_clustalo-iter2,2,1150.7500
ROSE-1000M2,R5,magus_clustalo-iter3,3,1678.8100
ROSE-1000M2,R5,magus_clustalo-iter4,4,2157.8300
ROSE-1000M2,R5,magus_default-iter0,0,647.1800
ROSE-1000M2,R5,magus_default-iter1,1,1364.5400
ROSE-1000M2,R5,magus_magus-iter0,0,886.9500
ROSE-1000M2,R5,magus_magus-iter1,1,1059.7000
ROSE-1000M2,R5,magus_magus-iter2,2,1227.0200
