Dataset,Replicate,Method,Iteration,Runtime
ROSE-1000L1,R1,magus_clustalo-iter3guide,3,1285.0200
ROSE-1000L1,R1,magus_clustalo-iter4,4,1661.8700
ROSE-1000L1,R1,magus_default-iter0initi,0,151.8300
ROSE-1000L1,R1,magus_default-iter1,1,476.1100
ROSE-1000L1,R1,magus_magus-iter0initi,0,132.9800
ROSE-1000L1,R1,magus_magus-iter1,1,260.7900
ROSE-1000L1,R1,magus_magus-iter1guide,1,300.6500
ROSE-1000L1,R1,magus_magus-iter2,2,415.8900
ROSE-1000L1,R1,magus_magus-iter2guide,2,455.9100
ROSE-1000L1,R1,magus_magus-iter3,3,576.9900
ROSE-1000L1,R1,magus_magus-iter3guide,3,616.5700
ROSE-1000L1,R1,magus_magus-iter4,4,747.3000
ROSE-1000L1,R2,magus_clustalo-iter0initi,0,5.7400
ROSE-1000L1,R2,magus_clustalo-iter1,1,407.4800
ROSE-1000L1,R2,magus_clustalo-iter1guide,1,469.6400
ROSE-1000L1,R2,magus_clustalo-iter2,2,826.1400
ROSE-1000L1,R2,magus_clustalo-iter2guide,2,872.2400
ROSE-1000L1,R2,magus_clustalo-iter3,3,1239.7700
ROSE-1000L1,R2,magus_clustalo-iter3guide,3,1283.7300
ROSE-1000L1,R2,magus_clustalo-iter4,4,1651.2800
ROSE-1000L1,R2,magus_default-iter0initi,0,141.9100
ROSE-1000L1,R2,magus_default-iter1,1,471.4700
ROSE-1000L1,R2,magus_magus-iter0initi,0,114.9400
ROSE-1000L1,R2,magus_magus-iter1,1,261.8100
ROSE-1000L1,R2,magus_magus-iter1guide,1,304.5400
ROSE-1000L1,R2,magus_magus-iter2,2,440.2800
ROSE-1000L1,R2,magus_magus-iter2guide,2,482.7600
ROSE-1000L1,R2,magus_magus-iter3,3,598.2600
ROSE-1000L1,R2,magus_magus-iter3guide,3,641.0200
ROSE-1000L1,R2,magus_magus-iter4,4,775.7900
ROSE-1000L1,R3,magus_clustalo-iter0initi,0,5.0400
ROSE-1000L1,R3,magus_clustalo-iter1,1,339.8900
ROSE-1000L1,R3,magus_clustalo-iter1guide,1,382.9500
ROSE-1000L1,R3,magus_clustalo-iter2,2,666.4500
ROSE-1000L1,R3,magus_clustalo-iter2guide,2,698.1600
ROSE-1000L1,R3,magus_clustalo-iter3,3,967.4500
ROSE-1000L1,R3,magus_clustalo-iter3guide,3,996.6600
ROSE-1000L1,R3,magus_clustalo-iter4,4,1281.3700
ROSE-1000L1,R3,magus_default-iter0initi,0,175.5200
ROSE-1000L1,R3,magus_default-iter1,1,563.4900
ROSE-1000L1,R3,magus_magus-iter0initi,0,166.3400
ROSE-1000L1,R3,magus_magus-iter1,1,326.7900
ROSE-1000L1,R3,magus_magus-iter1guide,1,372.5600
ROSE-1000L1,R3,magus_magus-iter2,2,532.6900
ROSE-1000L1,R3,magus_magus-iter2guide,2,577.9300
ROSE-1000L1,R3,magus_magus-iter3,3,733.0400
ROSE-1000L1,R3,magus_magus-iter3guide,3,778.4300
ROSE-1000L1,R3,magus_magus-iter4,4,922.2800
ROSE-1000L1,R4,magus_clustalo-iter0initi,0,5.7200
ROSE-1000L1,R4,magus_clustalo-iter1,1,364.4300
ROSE-1000L1,R4,magus_clustalo-iter1guide,1,417.9300
ROSE-1000L1,R4,magus_clustalo-iter2,2,746.5300
ROSE-1000L1,R4,magus_clustalo-iter2guide,2,786.5700
ROSE-1000L1,R4,magus_clustalo-iter3,3,1119.1100
ROSE-1000L1,R4,magus_clustalo-iter3guide,3,1159.2500
ROSE-1000L1,R4,magus_clustalo-iter4,4,1487.9200
ROSE-1000L1,R4,magus_default-iter0initi,0,124.6900
ROSE-1000L1,R4,magus_default-iter1,1,437.8000
ROSE-1000L1,R4,magus_magus-iter0initi,0,137.4900
ROSE-1000L1,R4,magus_magus-iter1,1,273.9200
ROSE-1000L1,R4,magus_magus-iter1guide,1,314.3100
ROSE-1000L1,R4,magus_magus-iter2,2,444.4300
ROSE-1000L1,R4,magus_magus-iter2guide,2,484.7400
ROSE-1000L1,R4,magus_magus-iter3,3,608.2400
ROSE-1000L1,R4,magus_magus-iter3guide,3,648.2200
ROSE-1000L1,R4,magus_magus-iter4,4,767.9100
ROSE-1000L1,R5,magus_clustalo-iter0initi,0,5.6300
ROSE-1000L1,R5,magus_clustalo-iter1,1,295.3600
ROSE-1000L1,R5,magus_clustalo-iter1guide,1,336.8700
ROSE-1000L1,R5,magus_clustalo-iter2,2,623.6500
ROSE-1000L1,R5,magus_clustalo-iter2guide,2,654.5900
ROSE-1000L1,R5,magus_clustalo-iter3,3,923.8500
ROSE-1000L1,R5,magus_clustalo-iter3guide,3,953.7500
ROSE-1000L1,R5,magus_clustalo-iter4,4,1223.2800
ROSE-1000L1,R5,magus_default-iter0initi,0,134.7700
ROSE-1000L1,R5,magus_default-iter1,1,529.8300
ROSE-1000L1,R5,magus_magus-iter0initi,0,99.0500
ROSE-1000L1,R5,magus_magus-iter1,1,208.3400
ROSE-1000L1,R5,magus_magus-iter1guide,1,245.0800
ROSE-1000L1,R5,magus_magus-iter2,2,368.5200
ROSE-1000L1,R5,magus_magus-iter2guide,2,405.0000
ROSE-1000L1,R5,magus_magus-iter3,3,550.8200
ROSE-1000L1,R5,magus_magus-iter3guide,3,587.1000
ROSE-1000L1,R5,magus_magus-iter4,4,704.0800
ROSE-1000L1,R6,magus_clustalo-iter0initi,0,6.2000
ROSE-1000L1,R6,magus_clustalo-iter1,1,524.6500
ROSE-1000L1,R6,magus_clustalo-iter1guide,1,584.8000
ROSE-1000L1,R6,magus_clustalo-iter2,2,1100.7400
ROSE-1000L1,R6,magus_clustalo-iter2guide,2,1145.8600
ROSE-1000L1,R6,magus_clustalo-iter3,3,1638.1800
ROSE-1000L1,R6,magus_clustalo-iter3guide,3,1681.5900
ROSE-1000L1,R6,magus_clustalo-iter4,4,2219.6200
ROSE-1000L1,R6,magus_default-iter0initi,0,124.0100
ROSE-1000L1,R6,magus_default-iter1,1,362.0600
ROSE-1000L1,R6,magus_magus-iter0initi,0,107.9800
ROSE-1000L1,R6,magus_magus-iter1,1,242.1400
ROSE-1000L1,R6,magus_magus-iter1guide,1,281.7300
ROSE-1000L1,R6,magus_magus-iter2,2,402.8200
ROSE-1000L1,R6,magus_magus-iter2guide,2,442.0800
ROSE-1000L1,R6,magus_magus-iter3,3,585.6200
ROSE-1000L1,R6,magus_magus-iter3guide,3,624.6700
ROSE-1000L1,R6,magus_magus-iter4,4,742.6600
ROSE-1000L1,R7,magus_clustalo-iter0initi,0,5.2800
ROSE-1000L1,R7,magus_clustalo-iter1,1,365.4600
ROSE-1000L1,R7,magus_clustalo-iter1guide,1,408.0200
ROSE-1000L1,R7,magus_clustalo-iter2,2,772.8900
ROSE-1000L1,R7,magus_clustalo-iter2guide,2,807.5100
ROSE-1000L1,R7,magus_clustalo-iter3,3,1182.0900
ROSE-1000L1,R7,magus_clustalo-iter3guide,3,1216.8600
ROSE-1000L1,R7,magus_clustalo-iter4,4,1563.8700
ROSE-1000L1,R7,magus_default-iter0initi,0,134.4200
ROSE-1000L1,R7,magus_default-iter1,1,409.1100
ROSE-1000L1,R7,magus_magus-iter0initi,0,111.4900
ROSE-1000L1,R7,magus_magus-iter1,1,231.5800
ROSE-1000L1,R7,magus_magus-iter1guide,1,271.4400
ROSE-1000L1,R7,magus_magus-iter2,2,386.8600
ROSE-1000L1,R7,magus_magus-iter2guide,2,427.3300
ROSE-1000L1,R7,magus_magus-iter3,3,531.5500
ROSE-1000L1,R7,magus_magus-iter3guide,3,572.1300
ROSE-1000L1,R7,magus_magus-iter4,4,684.3300
ROSE-1000L1,R8,magus_clustalo-iter0initi,0,6.1800
ROSE-1000L1,R8,magus_clustalo-iter1,1,649.0200
ROSE-1000L1,R8,magus_clustalo-iter1guide,1,723.9500
ROSE-1000L1,R8,magus_clustalo-iter2,2,1268.9700
ROSE-1000L1,R8,magus_clustalo-iter2guide,2,1318.7800
ROSE-1000L1,R8,magus_clustalo-iter3,3,1912.5100
ROSE-1000L1,R8,magus_clustalo-iter3guide,3,1962.1900
ROSE-1000L1,R8,magus_clustalo-iter4,4,2519.5100
ROSE-1000L1,R8,magus_default-iter0initi,0,160.2800
ROSE-1000L1,R8,magus_default-iter1,1,565.8600
ROSE-1000L1,R8,magus_magus-iter0initi,0,137.0200
ROSE-1000L1,R8,magus_magus-iter1,1,272.6800
ROSE-1000L1,R8,magus_magus-iter1guide,1,316.4000
ROSE-1000L1,R8,magus_magus-iter2,2,482.4300
ROSE-1000L1,R8,magus_magus-iter2guide,2,526.0100
ROSE-1000L1,R8,magus_magus-iter3,3,662.7500
ROSE-1000L1,R8,magus_magus-iter3guide,3,706.4400
ROSE-1000L1,R8,magus_magus-iter4,4,851.1000
ROSE-1000L1,R9,magus_clustalo-iter0initi,0,4.1700
ROSE-1000L1,R9,magus_clustalo-iter1,1,272.4100
ROSE-1000L1,R9,magus_clustalo-iter1guide,1,307.2400
ROSE-1000L1,R9,magus_clustalo-iter2,2,549.9800
ROSE-1000L1,R9,magus_clustalo-iter2guide,2,576.2800
ROSE-1000L1,R9,magus_clustalo-iter3,3,834.7400
ROSE-1000L1,R9,magus_clustalo-iter3guide,3,860.6500
ROSE-1000L1,R9,magus_clustalo-iter4,4,1090.8200
ROSE-1000L1,R9,magus_default-iter0initi,0,119.8400
ROSE-1000L1,R9,magus_default-iter1,1,332.3700
ROSE-1000L1,R9,magus_magus-iter0initi,0,147.9200
ROSE-1000L1,R9,magus_magus-iter1,1,280.7400
ROSE-1000L1,R9,magus_magus-iter1guide,1,322.0300
ROSE-1000L1,R9,magus_magus-iter2,2,459.6200
ROSE-1000L1,R9,magus_magus-iter2guide,2,500.9400
ROSE-1000L1,R9,magus_magus-iter3,3,618.2700
ROSE-1000L1,R9,magus_magus-iter3guide,3,659.5100
ROSE-1000L1,R9,magus_magus-iter4,4,779.3500
ROSE-1000L2,R0,magus_clustalo-iter0initi,0,6.1800
ROSE-1000L2,R0,magus_clustalo-iter1,1,570.8200
ROSE-1000L2,R0,magus_clustalo-iter1guide,1,630.6800
ROSE-1000L2,R0,magus_clustalo-iter2,2,1126.9000
ROSE-1000L2,R0,magus_clustalo-iter2guide,2,1164.3600
ROSE-1000L2,R0,magus_clustalo-iter3,3,1660.8800
ROSE-1000L2,R0,magus_clustalo-iter3guide,3,1697.2100
ROSE-1000L2,R0,magus_clustalo-iter4,4,2196.0800
ROSE-1000L2,R0,magus_default-iter0initi,0,151.5500
ROSE-1000L2,R0,magus_default-iter1,1,581.8900
ROSE-1000L2,R0,magus_magus-iter0initi,0,105.9000
ROSE-1000L2,R0,magus_magus-iter1,1,226.4300
ROSE-1000L2,R0,magus_magus-iter1guide,1,260.1100
ROSE-1000L2,R0,magus_magus-iter2,2,387.2900
ROSE-1000L2,R0,magus_magus-iter2guide,2,419.5900
ROSE-1000L2,R0,magus_magus-iter3,3,559.3200
ROSE-1000L2,R0,magus_magus-iter3guide,3,592.3300
ROSE-1000L2,R0,magus_magus-iter4,4,720.8500
ROSE-1000L2,R1,magus_clustalo-iter0initi,0,5.1800
ROSE-1000L2,R1,magus_clustalo-iter1,1,282.6300
ROSE-1000L2,R1,magus_clustalo-iter1guide,1,311.4400
ROSE-1000L2,R1,magus_clustalo-iter2,2,596.4100
ROSE-1000L2,R1,magus_clustalo-iter2guide,2,621.3300
ROSE-1000L2,R1,magus_clustalo-iter3,3,884.1400
ROSE-1000L2,R1,magus_clustalo-iter3guide,3,908.6000
ROSE-1000L2,R1,magus_clustalo-iter4,4,1177.8400
ROSE-1000L2,R1,magus_default-iter0initi,0,129.1300
ROSE-1000L2,R1,magus_default-iter1,1,378.6100
ROSE-1000L2,R1,magus_magus-iter0initi,0,103.2300
ROSE-1000L2,R1,magus_magus-iter1,1,214.3200
ROSE-1000L2,R1,magus_magus-iter1guide,1,244.3300
ROSE-1000L2,R1,magus_magus-iter2,2,369.1000
ROSE-1000L2,R1,magus_magus-iter2guide,2,398.9900
ROSE-1000L2,R1,magus_magus-iter3,3,512.6800
ROSE-1000L2,R1,magus_magus-iter3guide,3,542.3700
ROSE-1000L2,R1,magus_magus-iter4,4,649.3800
ROSE-1000L2,R2,magus_clustalo-iter0initi,0,6.0800
ROSE-1000L2,R2,magus_clustalo-iter1,1,625.9400
ROSE-1000L2,R2,magus_clustalo-iter1guide,1,690.5100
ROSE-1000L2,R2,magus_clustalo-iter2,2,1171.4100
ROSE-1000L2,R2,magus_clustalo-iter2guide,2,1208.1400
ROSE-1000L2,R2,magus_clustalo-iter3,3,1686.6700
ROSE-1000L2,R2,magus_clustalo-iter3guide,3,1720.3200
ROSE-1000L2,R2,magus_clustalo-iter4,4,2130.2500
ROSE-1000L2,R2,magus_default-iter0initi,0,230.9400
ROSE-1000L2,R2,magus_default-iter1,1,796.3500
ROSE-1000L2,R2,magus_magus-iter0initi,0,129.8400
ROSE-1000L2,R2,magus_magus-iter1,1,304.4900
ROSE-1000L2,R2,magus_magus-iter1guide,1,337.4200
ROSE-1000L2,R2,magus_magus-iter2,2,495.3000
ROSE-1000L2,R2,magus_magus-iter2guide,2,527.5600
ROSE-1000L2,R2,magus_magus-iter3,3,693.6900
ROSE-1000L2,R2,magus_magus-iter3guide,3,725.8000
ROSE-1000L2,R2,magus_magus-iter4,4,876.9400
ROSE-1000L2,R3,magus_clustalo-iter0initi,0,5.6500
ROSE-1000L2,R3,magus_clustalo-iter1,1,362.0100
ROSE-1000L2,R3,magus_clustalo-iter1guide,1,392.9400
ROSE-1000L2,R3,magus_clustalo-iter2,2,729.4300
ROSE-1000L2,R3,magus_clustalo-iter2guide,2,752.5600
ROSE-1000L2,R3,magus_clustalo-iter3,3,1081.0800
ROSE-1000L2,R3,magus_clustalo-iter3guide,3,1103.9800
ROSE-1000L2,R3,magus_clustalo-iter4,4,1455.0600
ROSE-1000L2,R3,magus_default-iter0initi,0,163.8800
ROSE-1000L2,R3,magus_default-iter1,1,473.1100
ROSE-1000L2,R3,magus_magus-iter0initi,0,110.9300
ROSE-1000L2,R3,magus_magus-iter1,1,224.1300
ROSE-1000L2,R3,magus_magus-iter1guide,1,251.3400
ROSE-1000L2,R3,magus_magus-iter2,2,373.8800
ROSE-1000L2,R3,magus_magus-iter2guide,2,402.1300
ROSE-1000L2,R3,magus_magus-iter3,3,512.3500
ROSE-1000L2,R3,magus_magus-iter3guide,3,539.8500
ROSE-1000L2,R3,magus_magus-iter4,4,649.8400
ROSE-1000L2,R4,magus_clustalo-iter0initi,0,5.8400
ROSE-1000L2,R4,magus_clustalo-iter1,1,426.5700
ROSE-1000L2,R4,magus_clustalo-iter1guide,1,466.9100
ROSE-1000L2,R4,magus_clustalo-iter2,2,857.8600
ROSE-1000L2,R4,magus_clustalo-iter2guide,2,884.9700
ROSE-1000L2,R4,magus_clustalo-iter3,3,1314.8200
ROSE-1000L2,R4,magus_clustalo-iter3guide,3,1341.2600
ROSE-1000L2,R4,magus_clustalo-iter4,4,1740.4400
ROSE-1000L2,R4,magus_default-iter0initi,0,119.2600
ROSE-1000L2,R4,magus_default-iter1,1,412.6600
ROSE-1000L2,R4,magus_magus-iter0initi,0,143.6900
ROSE-1000L2,R4,magus_magus-iter1,1,264.7600
ROSE-1000L2,R4,magus_magus-iter1guide,1,296.6400
ROSE-1000L2,R4,magus_magus-iter2,2,425.0200
ROSE-1000L2,R4,magus_magus-iter2guide,2,456.6700
ROSE-1000L2,R4,magus_magus-iter3,3,591.1400
ROSE-1000L2,R4,magus_magus-iter3guide,3,623.2800
ROSE-1000L2,R4,magus_magus-iter4,4,747.3100
ROSE-1000L2,R5,magus_clustalo-iter0initi,0,4.4000
ROSE-1000L2,R5,magus_clustalo-iter1,1,251.4000
ROSE-1000L2,R5,magus_clustalo-iter1guide,1,275.4000
ROSE-1000L2,R5,magus_clustalo-iter2,2,514.5300
ROSE-1000L2,R5,magus_clustalo-iter2guide,2,533.3600
ROSE-1000L2,R5,magus_clustalo-iter3,3,771.6000
ROSE-1000L2,R5,magus_clustalo-iter3guide,3,790.4900
ROSE-1000L2,R5,magus_clustalo-iter4,4,1029.1600
ROSE-1000L2,R5,magus_default-iter0initi,0,149.9400
ROSE-1000L2,R5,magus_default-iter1,1,440.6200
ROSE-1000L2,R5,magus_magus-iter0initi,0,145.2400
ROSE-1000L2,R5,magus_magus-iter1,1,506.7300
ROSE-1000L2,R5,magus_magus-iter1guide,1,537.9400
ROSE-1000L2,R5,magus_magus-iter2,2,916.2000
ROSE-1000L2,R5,magus_magus-iter2guide,2,947.8300
ROSE-1000L2,R5,magus_magus-iter3,3,1309.6700
ROSE-1000L2,R5,magus_magus-iter3guide,3,1340.9300
ROSE-1000L2,R5,magus_magus-iter4,4,1716.5500
ROSE-1000L2,R6,magus_clustalo-iter0initi,0,5.4500
ROSE-1000L2,R6,magus_clustalo-iter1,1,291.1100
ROSE-1000L2,R6,magus_clustalo-iter1guide,1,322.1500
ROSE-1000L2,R6,magus_clustalo-iter2,2,642.2100
ROSE-1000L2,R6,magus_clustalo-iter2guide,2,668.7300
ROSE-1000L2,R6,magus_clustalo-iter3,3,956.0300
ROSE-1000L2,R6,magus_clustalo-iter3guide,3,982.7800
ROSE-1000L2,R6,magus_clustalo-iter4,4,1263.8600
ROSE-1000L2,R6,magus_default-iter0initi,0,125.8700
ROSE-1000L2,R6,magus_default-iter1,1,372.4700
ROSE-1000L2,R6,magus_magus-iter0initi,0,129.6700
ROSE-1000L2,R6,magus_magus-iter1,1,250.9200
ROSE-1000L2,R6,magus_magus-iter1guide,1,277.4500
ROSE-1000L2,R6,magus_magus-iter2,2,379.6700
ROSE-1000L2,R6,magus_magus-iter2guide,2,406.5800
ROSE-1000L2,R6,magus_magus-iter3,3,506.1400
ROSE-1000L2,R6,magus_magus-iter3guide,3,533.1000
ROSE-1000L2,R6,magus_magus-iter4,4,638.5500
ROSE-1000L2,R7,magus_clustalo-iter0initi,0,5.1300
ROSE-1000L2,R7,magus_clustalo-iter1,1,300.7100
ROSE-1000L2,R7,magus_clustalo-iter1guide,1,336.6200
ROSE-1000L2,R7,magus_clustalo-iter2,2,634.4400
ROSE-1000L2,R7,magus_clustalo-iter2guide,2,661.6600
ROSE-1000L2,R7,magus_clustalo-iter3,3,954.6800
ROSE-1000L2,R7,magus_clustalo-iter3guide,3,981.8700
ROSE-1000L2,R7,magus_clustalo-iter4,4,1272.9000
ROSE-1000L2,R7,magus_default-iter0initi,0,117.2000
ROSE-1000L2,R7,magus_default-iter1,1,453.4300
ROSE-1000L2,R7,magus_magus-iter0initi,0,85.8600
ROSE-1000L2,R7,magus_magus-iter1,1,202.0200
ROSE-1000L2,R7,magus_magus-iter1guide,1,228.1900
ROSE-1000L2,R7,magus_magus-iter2,2,320.2400
ROSE-1000L2,R7,magus_magus-iter2guide,2,346.4100
ROSE-1000L2,R7,magus_magus-iter3,3,444.6800
ROSE-1000L2,R7,magus_magus-iter3guide,3,470.9200
ROSE-1000L2,R7,magus_magus-iter4,4,572.6500
ROSE-1000L2,R8,magus_clustalo-iter0initi,0,5.1000
ROSE-1000L2,R8,magus_clustalo-iter1,1,280.5200
ROSE-1000L2,R8,magus_clustalo-iter1guide,1,314.3200
ROSE-1000L2,R8,magus_clustalo-iter2,2,601.8100
ROSE-1000L2,R8,magus_clustalo-iter2guide,2,630.9000
ROSE-1000L2,R8,magus_clustalo-iter3,3,940.6300
ROSE-1000L2,R8,magus_clustalo-iter3guide,3,969.6100
ROSE-1000L2,R8,magus_clustalo-iter4,4,1250.0100
ROSE-1000L2,R8,magus_default-iter0initi,0,137.5700
ROSE-1000L2,R8,magus_default-iter1,1,519.2300
ROSE-1000L2,R8,magus_magus-iter0initi,0,102.8400
ROSE-1000L2,R8,magus_magus-iter1,1,211.7700
ROSE-1000L2,R8,magus_magus-iter1guide,1,239.3500
ROSE-1000L2,R8,magus_magus-iter2,2,342.8500
ROSE-1000L2,R8,magus_magus-iter2guide,2,370.2100
ROSE-1000L2,R8,magus_magus-iter3,3,470.8500
ROSE-1000L2,R8,magus_magus-iter3guide,3,498.3800
ROSE-1000L2,R8,magus_magus-iter4,4,600.3000
ROSE-1000L2,R9,magus_clustalo-iter0initi,0,5.8800
ROSE-1000L2,R9,magus_clustalo-iter1,1,451.5000
ROSE-1000L2,R9,magus_clustalo-iter1guide,1,493.0900
ROSE-1000L2,R9,magus_clustalo-iter2,2,924.7000
ROSE-1000L2,R9,magus_clustalo-iter2guide,2,955.7500
ROSE-1000L2,R9,magus_clustalo-iter3,3,1355.7400
ROSE-1000L2,R9,magus_clustalo-iter3guide,3,1386.8300
ROSE-1000L2,R9,magus_clustalo-iter4,4,1854.1600
ROSE-1000L2,R9,magus_default-iter0initi,0,131.9800
ROSE-1000L2,R9,magus_default-iter1,1,360.7900
ROSE-1000L2,R9,magus_magus-iter0initi,0,99.0300
ROSE-1000L2,R9,magus_magus-iter1,1,201.7000
ROSE-1000L2,R9,magus_magus-iter1guide,1,230.8100
ROSE-1000L2,R9,magus_magus-iter2,2,345.5000
ROSE-1000L2,R9,magus_magus-iter2guide,2,374.4300
ROSE-1000L2,R9,magus_magus-iter3,3,478.0400
ROSE-1000L2,R9,magus_magus-iter3guide,3,507.1900
ROSE-1000L2,R9,magus_magus-iter4,4,606.2000
ROSE-1000L3,R0,magus_clustalo-iter0initi,0,6.0800
ROSE-1000L3,R0,magus_clustalo-iter1,1,668.0500
ROSE-1000L3,R0,magus_clustalo-iter1guide,1,763.7100
ROSE-1000L3,R0,magus_clustalo-iter2,2,1310.4300
ROSE-1000L3,R0,magus_clustalo-iter2guide,2,1384.3600
ROSE-1000L3,R0,magus_clustalo-iter3,3,1948.1300
ROSE-1000L3,R0,magus_clustalo-iter3guide,3,2021.3100
ROSE-1000L3,R0,magus_clustalo-iter4,4,2607.5000
ROSE-1000L3,R0,magus_default-iter0initi,0,252.2500
ROSE-1000L3,R0,magus_default-iter1,1,655.8500
ROSE-1000L3,R0,magus_magus-iter0initi,0,148.8700
ROSE-1000L3,R0,magus_magus-iter1,1,293.5000
ROSE-1000L3,R0,magus_magus-iter1guide,1,358.4500
ROSE-1000L3,R0,magus_magus-iter2,2,506.6200
ROSE-1000L3,R0,magus_magus-iter2guide,2,571.2300
ROSE-1000L3,R0,magus_magus-iter3,3,701.7900
ROSE-1000L3,R0,magus_magus-iter3guide,3,766.7500
ROSE-1000L3,R0,magus_magus-iter4,4,927.6000
ROSE-1000L3,R1,magus_clustalo-iter0initi,0,5.9400
ROSE-1000L3,R1,magus_clustalo-iter1,1,403.6100
ROSE-1000L3,R1,magus_clustalo-iter1guide,1,478.2500
ROSE-1000L3,R1,magus_clustalo-iter2,2,866.4600
ROSE-1000L3,R1,magus_clustalo-iter2guide,2,929.8100
ROSE-1000L3,R1,magus_clustalo-iter3,3,1307.3900
ROSE-1000L3,R1,magus_clustalo-iter3guide,3,1370.7600
ROSE-1000L3,R1,magus_clustalo-iter4,4,1775.5900
ROSE-1000L3,R1,magus_default-iter0initi,0,215.8900
ROSE-1000L3,R1,magus_default-iter1,1,723.2200
ROSE-1000L3,R1,magus_magus-iter0initi,0,145.6900
ROSE-1000L3,R1,magus_magus-iter1,1,286.8100
ROSE-1000L3,R1,magus_magus-iter1guide,1,348.6400
ROSE-1000L3,R1,magus_magus-iter2,2,487.1100
ROSE-1000L3,R1,magus_magus-iter2guide,2,547.9700
ROSE-1000L3,R1,magus_magus-iter3,3,680.1100
ROSE-1000L3,R1,magus_magus-iter3guide,3,740.8600
ROSE-1000L3,R1,magus_magus-iter4,4,878.6900
ROSE-1000L3,R2,magus_clustalo-iter0initi,0,5.6500
ROSE-1000L3,R2,magus_clustalo-iter1,1,435.1400
ROSE-1000L3,R2,magus_clustalo-iter1guide,1,528.2600
ROSE-1000L3,R2,magus_clustalo-iter2,2,938.0200
ROSE-1000L3,R2,magus_clustalo-iter2guide,2,1012.1700
ROSE-1000L3,R2,magus_clustalo-iter3,3,1425.9000
ROSE-1000L3,R2,magus_clustalo-iter3guide,3,1502.2100
ROSE-1000L3,R2,magus_clustalo-iter4,4,1932.2800
ROSE-1000L3,R2,magus_default-iter0initi,0,221.3800
ROSE-1000L3,R2,magus_default-iter1,1,643.3500
ROSE-1000L3,R2,magus_magus-iter0initi,0,142.1200
ROSE-1000L3,R2,magus_magus-iter1,1,294.9000
ROSE-1000L3,R2,magus_magus-iter1guide,1,363.3200
ROSE-1000L3,R2,magus_magus-iter2,2,544.2000
ROSE-1000L3,R2,magus_magus-iter2guide,2,612.1900
ROSE-1000L3,R2,magus_magus-iter3,3,773.6100
ROSE-1000L3,R2,magus_magus-iter3guide,3,842.2400
ROSE-1000L3,R2,magus_magus-iter4,4,983.3000
ROSE-1000L3,R3,magus_clustalo-iter0initi,0,5.6800
ROSE-1000L3,R3,magus_clustalo-iter1,1,485.9200
ROSE-1000L3,R3,magus_clustalo-iter1guide,1,544.1100
ROSE-1000L3,R3,magus_clustalo-iter2,2,962.6000
ROSE-1000L3,R3,magus_clustalo-iter2guide,2,1013.7800
ROSE-1000L3,R3,magus_clustalo-iter3,3,1408.5400
ROSE-1000L3,R3,magus_clustalo-iter3guide,3,1458.4600
ROSE-1000L3,R3,magus_clustalo-iter4,4,1834.0400
ROSE-1000L3,R3,magus_default-iter0initi,0,194.8500
ROSE-1000L3,R3,magus_default-iter1,1,700.0800
ROSE-1000L3,R3,magus_magus-iter0initi,0,180.1100
ROSE-1000L3,R3,magus_magus-iter1,1,316.9200
ROSE-1000L3,R3,magus_magus-iter1guide,1,376.2500
ROSE-1000L3,R3,magus_magus-iter2,2,496.9200
ROSE-1000L3,R3,magus_magus-iter2guide,2,555.2800
ROSE-1000L3,R3,magus_magus-iter3,3,668.9800
ROSE-1000L3,R3,magus_magus-iter3guide,3,728.2500
ROSE-1000L3,R3,magus_magus-iter4,4,861.0600
ROSE-1000L3,R4,magus_clustalo-iter0initi,0,5.1000
ROSE-1000L3,R4,magus_clustalo-iter1,1,373.2000
ROSE-1000L3,R4,magus_clustalo-iter1guide,1,431.7400
ROSE-1000L3,R4,magus_clustalo-iter2,2,749.6900
ROSE-1000L3,R4,magus_clustalo-iter2guide,2,798.3800
ROSE-1000L3,R4,magus_clustalo-iter3,3,1114.9900
ROSE-1000L3,R4,magus_clustalo-iter3guide,3,1164.0600
ROSE-1000L3,R4,magus_clustalo-iter4,4,1468.6600
ROSE-1000L3,R4,magus_default-iter0initi,0,237.7200
ROSE-1000L3,R4,magus_default-iter1,1,807.7000
ROSE-1000L3,R4,magus_magus-iter0initi,0,137.6100
ROSE-1000L3,R4,magus_magus-iter1,1,284.1400
ROSE-1000L3,R4,magus_magus-iter1guide,1,356.4800
ROSE-1000L3,R4,magus_magus-iter2,2,519.3500
ROSE-1000L3,R4,magus_magus-iter2guide,2,592.0200
ROSE-1000L3,R4,magus_magus-iter3,3,774.1000
ROSE-1000L3,R4,magus_magus-iter3guide,3,846.0500
ROSE-1000L3,R4,magus_magus-iter4,4,1006.3700
ROSE-1000L3,R5,magus_clustalo-iter0initi,0,6.3500
ROSE-1000L3,R5,magus_clustalo-iter1,1,676.1800
ROSE-1000L3,R5,magus_clustalo-iter1guide,1,767.9400
ROSE-1000L3,R5,magus_clustalo-iter2,2,1326.2500
ROSE-1000L3,R5,magus_clustalo-iter2guide,2,1398.4500
ROSE-1000L3,R5,magus_clustalo-iter3,3,1959.7700
ROSE-1000L3,R5,magus_clustalo-iter3guide,3,2030.0100
ROSE-1000L3,R5,magus_clustalo-iter4,4,2541.7400
ROSE-1000L3,R5,magus_default-iter0initi,0,192.0000
ROSE-1000L3,R5,magus_default-iter1,1,635.2100
ROSE-1000L3,R5,magus_magus-iter0initi,0,229.0500
